,IIR(g),IIR(g).1,IIR(g).2,IIR(g).3,IIR(g).4,IIR(g).5,IIR(g).6,IIR(g).7,IIR(g).8,IIR(g).9,IIR(g).10,IIR(g).11,IIR(g).12,IIR(g).13,IIR(g).14,IIR(g).15,IIR(g).16,IIR(g).17,IIR(g).18,IIR(g).19
30,9.9098711014,21.4954872131,18.0677070618,11.7986860275,10.731218338,6.3029208183,6.2406835556,7.0403418541,18.7853240967,12.1551380157,36.808757782,35.8685913086,40.0573692322,28.0568351746,44.6374893188,37.669708252,33.2970504761,39.0709991455,41.6727180481,27.3109283447
31,10.9556503296,16.5343990326,12.8661546707,10.5822248459,9.8740367889,2.6129879951,1.3324028254,7.2185673714,16.312795639,12.3220481873,48.7215919495,38.08934021,43.4342269897,40.2365379333,54.0089569092,41.388874054,37.0265884399,30.8726139069,45.8992118835,21.9038028717
32,11.9316482544,8.7990245819,7.1940498352,8.0191688538,8.5500745773,1.772780776,-0.1801585108,9.6514902115,11.7760543823,12.8171195984,52.7000808716,35.3490028381,38.9776420593,47.2665519714,53.0923652649,38.3326339722,35.4197273254,18.8824520111,43.3748207092,17.9752922058
33,11.6327199936,2.2744531631,3.8605680466,6.0850896835,7.4137673378,4.4857726097,2.3989284039,12.5172472,6.8045935631,12.7897720337,46.6224899292,28.1143569946,28.4406337738,45.0212860107,40.9711303711,29.6278629303,27.9389610291,8.7914800644,34.6012077332,16.3241119385
34,9.6543197632,-0.7553845048,3.9180908203,6.1039495468,7.4307408333,9.8825235367,7.7626748085,14.4522695541,3.3617246151,11.6100873947,31.7401676178,19.3058567047,16.8361568451,33.5243110657,22.5525836945,19.0899105072,17.615070343,5.8333101273,22.963727951,16.3524017334
35,7.5882210732,0.9910392761,6.7376408577,8.2285137177,8.5972242355,15.605550766,13.3169059753,15.4037504196,2.6393916607,10.0324602127,13.7101335526,12.5049886703,9.5364456177,17.918712616,6.6150517464,11.2432632446,9.5788803101,11.3111591339,12.4823570251,17.5726356506
36,7.1497292519,6.9573583603,10.3511915207,11.0424060822,10.4596357346,18.7447757721,16.5296840668,15.5621728897,5.4561128616,9.1743354797,-0.5337810516,10.838719368,8.3435583115,5.5777592659,0.1810079515,9.7618207932,7.4514870644,21.4898300171,6.2237095833,19.7302036285
37,9.033829689,14.1269369125,13.7091913223,13.086815834,12.4550094604,17.8036689758,17.3397159576,14.5503406525,10.5209302902,9.7599344254,-5.3543629646,14.661614418,11.6251754761,1.7642937899,4.7582979202,14.3277950287,11.8656387329,30.2587242126,6.1709017754,23.2362537384
38,12.3757982254,20.6024723053,16.5843772888,14.3079919815,14.0269794464,14.404176712,16.6739616394,12.0966720581,16.0317840576,12.6869859695,0.1810079515,20.6533946991,17.1096248627,6.9809331894,16.3137378693,21.9632129669,20.4355621338,33.63463974,12.1881427765,28.1586780548
39,15.5584011078,24.7827625275,18.5976696014,15.0944480896,15.1896905899,11.31681633,15.9525718689,10.1871109009,21.0777416229,17.18034935,13.4451532364,25.7625331879,23.0391674042,17.6245002747,28.7197589874,29.2242603302,28.8564929962,32.4351539612,22.5450382233,33.077331543
40,17.7121982574,25.418340683,19.514257431,16.1892642975,15.9629449844,10.4105997086,16.1373996735,10.3540201187,24.0792884827,21.6821994781,29.8353214264,28.2162017822,28.9969997406,29.5279045105,37.5508918762,33.1961479187,33.8072090149,28.9988861084,33.796836853,35.5621185303
41,18.6655635834,22.7440109253,18.7410030365,17.8809928894,16.3693752289,12.0542373657,16.0431003571,12.4974441528,24.1867904663,24.6271686554,43.1126670837,27.838060379,35.0557327271,38.8861694336,40.7646141052,33.3319396973,34.0476722717,25.4928359985,42.1357269287,33.1386260986
42,18.9767513275,17.7546329498,16.0968494415,19.32188797,16.8606758118,14.3475971222,15.3499994278,16.9512023926,21.5105743408,24.6752605438,48.903591156,25.825712204,39.3718147278,43.045715332,38.4175033569,30.5746269226,30.2587242126,23.512550354,45.0731506348,26.0935230255
43,19.0314464569,11.7920856476,12.6822710037,19.9602947235,18.0846805573,16.1279697418,13.9392814636,22.5761585236,16.8927364349,21.883058548,46.4980125427,24.030254364,39.4481964111,41.7236366272,31.8901042938,27.1383590698,24.8685741425,21.8811721802,41.0616569519,17.9498329163
44,18.5420322418,6.5245242119,10.4285173416,19.9980144501,19.6528778076,17.6584472656,12.8963308334,26.7941665649,12.198515892,18.0526180267,37.0237579346,23.926525116,34.4456138611,35.9826965332,22.6553688049,25.0986652374,21.3257484436,20.3186321259,31.0423526764,12.4078598022
45,17.1973228455,4.5178346634,11.0754108429,19.5746097565,20.5609817505,19.2803955078,14.7879753113,27.70038414,9.6156568527,15.134054184,23.7039775848,25.0807476044,25.6757774353,27.4457759857,12.4663257599,24.0076217651,20.8429355621,20.3224029541,19.3209438324,12.0636672974
46,15.4075222015,8.2879219055,15.446185112,18.8126716614,20.2893981934,22.03865242,20.342206955,24.9345836639,11.6298904419,14.845498085,10.917930603,25.9464168549,17.0737915039,17.9762363434,4.9846162796,23.098575592,21.5398082733,22.6336803436,10.6906690598,18.1497459412
47,14.7917470932,16.7079105377,22.5327796936,19.1134853363,19.2822818756,26.6508312225,27.9578208923,20.3205184937,18.687253952,17.2595615387,3.5418362617,26.631029129,12.6869859695,9.6514902115,4.8620271683,22.103717804,22.7025184631,27.6145706177,8.1785345078,28.0756950378
48,16.815410614,26.3811359406,29.3666534424,21.0419082642,18.4873390198,31.1357078552,34.1928939819,16.4778194427,27.8125991821,21.3078308105,5.1072053909,27.2505760193,14.4136066437,5.8219943047,13.9496545792,21.7010593414,24.9723033905,32.7774620056,13.0160903931,36.8577919006
49,21.8990879059,33.4328422546,32.5407676697,23.2749156952,18.3873806,32.9594573975,35.2801628113,16.2052936554,35.353717804,25.7908229828,15.4999351501,27.8050556183,21.606760025,9.3629341125,29.5712833405,23.6954917908,27.9417896271,34.3475456238,22.9495830536,40.6184501648
50,28.3991413116,34.9359703064,30.378484726,24.4772319794,19.0512485504,30.8358364105,31.1545677185,20.4270763397,38.3675231934,29.5250759125,31.0423526764,28.9432487488,31.3931465149,20.5279769897,45.9925689697,28.8659229279,31.7552547455,30.8631839752,33.4903640747,38.7503814697
51,32.7972640991,30.8037757874,24.6592292786,24.3376693726,21.6416511536,25.6154251099,24.0877761841,26.6338577271,35.9892959595,31.5628852844,45.6389465332,30.5180473328,38.9719848633,35.9562911987,55.6478767395,35.2471580505,35.2245292664,23.3475265503,40.8400535583,33.3177947998
52,32.9660606384,22.810962677,17.9988670349,23.7671585083,25.8794631958,19.2341899872,17.2407016754,31.6100349426,29.6495513916,32.2267532349,52.485080719,31.7882595062,41.0343093872,48.7149925232,53.1574325562,38.5957298279,35.5743789673,16.8437004089,43.045715332,27.7607345581
53,28.9121303558,13.874215126,12.572883606,23.7916755676,29.9729976654,13.485701561,12.7671403885,32.5586853027,21.6906871796,31.1951179504,48.7187614441,32.6661872864,37.5980415344,52.4539604187,39.9753303528,36.0119285583,32.1786575317,16.7852344513,39.5868148804,24.3933067322
54,21.8623123169,7.592936039,10.3606214523,23.9001197815,32.1032180786,9.818400383,11.0556077957,28.9140167236,14.3353385925,27.2600059509,36.3419761658,32.7897186279,30.5425662994,45.6323471069,23.077829361,28.5094718933,26.4990100861,23.8765449524,32.0768165588,23.3541278839
55,15.3622579575,6.6027927399,11.7213611603,23.8095932007,30.2474098206,9.346903801,11.6478071213,22.6798877716,9.3949966431,20.3865280151,20.4449920654,31.8429546356,22.4441394806,31.585515976,9.9570207596,19.3190593719,21.3842144012,34.2853050232,23.7134075165,22.9731578827
56,11.9986009598,11.4761829376,15.7611446381,24.0321388245,24.7525863647,12.0042591095,13.7327661514,16.8314418793,7.5891637802,12.3984298706,7.5797338486,29.795715332,16.0921344757,17.0766201019,4.7554688454,12.7944869995,19.0767097473,40.8061065674,17.8027248383,22.118806839
57,12.5313920975,20.8891429901,21.2842559814,24.530040741,18.4599914551,17.6499595642,16.6022949219,13.6101770401,9.457233429,6.4217381477,3.6672544479,26.6215991974,13.7469110489,8.7330150604,7.5712471008,13.010433197,19.9951839447,39.8555679321,16.1373996735,21.3332920074
58,16.2882785797,31.6798152924,26.7272148132,25.1844768524,14.8615293503,25.0750904083,20.7948436737,13.6403522491,15.6262969971,6.0445408821,10.0645217896,23.2692584991,18.2902526855,10.6246595383,16.079875946,20.546836853,24.2924060822,32.6209220886,20.5364627838,21.7406654358
59,21.5190620422,40.9956474304,31.6307792664,26.858291626,17.4038391113,33.0160369873,26.8846950531,16.7060241699,25.7351856232,12.1862564087,24.8223686218,22.538438797,31.401632309,24.434797287,27.2430324554,32.8481864929,31.4676418304,24.3970775604,31.5383663177,24.2744884491
60,28.0558929443,47.9257049561,35.5809783936,30.9141044617,27.9380187988,40.9673576355,34.7077674866,23.51820755,37.5810699463,23.2221088409,44.1697616577,27.5098991394,51.2855911255,47.54662323,40.4345664978,45.977481842,41.1880187988,24.0095081329,47.2118606567,30.080499649
61,37.1868972778,53.5233154297,38.5938415527,38.4024162292,45.2372322083,49.0742721558,42.5497016907,33.7025375366,48.2651824951,36.1015129089,63.2898979187,39.6745147705,72.2426757813,71.3006286621,56.4352798462,57.1679840088,53.0008964539,35.7601470947,63.7877960205,37.3358917236
62,48.9714851379,58.9577865601,43.4757194519,48.9752578735,64.5535049438,58.2005615234,49.3600006104,46.1821098328,55.4743690491,48.2340660095,77.6479110718,56.9086608887,86.101852417,86.4007797241,73.5081710815,65.2862167358,64.6327209473,55.018901825,76.4861450195,43.4031105042
63,61.6132545471,64.3894271851,53.0197563171,60.4731750488,79.5046691895,68.2538146973,56.0769424438,59.4311676025,58.7144927979,57.7243499756,83.0691833496,72.5416030884,86.352684021,87.9435195923,86.3272247314,69.4344406128,72.827331543,72.5312347412,80.5268707275,48.2425498962
64,71.988067627,68.1199111938,65.7652511597,69.5938110352,85.5294494629,75.5120315552,63.0041694641,70.7018280029,58.4844017029,63.21068573,77.2197952271,79.778137207,72.771697998,75.8835754395,87.3909225464,69.4844207764,74.0315322876,79.622543335,73.4129333496,53.1527175903
65,77.1528396606,68.0982208252,77.7214660645,73.4393310547,81.1718826294,76.7699890137,68.4075241089,77.3263549805,56.2202758789,64.4592056274,62.3063545227,75.1838760376,51.9683189392,55.4243888855,73.4468765259,66.3169021606,67.3315658569,73.3931274414,58.5985031128,58.7965316772
66,75.384727478,62.6439476013,84.2130355835,70.1303710938,68.6630706787,70.7782058716,70.6075286865,76.8859786987,53.3837509155,61.7518730164,44.4196548462,60.1912193298,32.4464683533,35.2547035217,49.2798461914,60.3986778259,55.0490760803,58.5824737549,43.1862220764,63.5944824219
67,67.0213241577,51.6458129883,81.7263641357,60.8513145447,53.3017120361,58.7399520874,68.8441314697,68.7536010742,51.7495422363,56.3541793823,30.6849575043,42.1819343567,21.5586681366,22.865655899,25.690864563,51.6665611267,41.0692024231,43.6992111206,32.6643028259,64.9712524414
68,54.9500617981,38.7796134949,68.4876785278,49.5363388062,40.0573692322,44.4375724792,62.0045967102,55.811958313,52.306854248,50.426525116,25.4805774689,29.3355350494,23.1278095245,21.0532226563,13.9232501984,41.7255249023,31.1630554199,35.2320709229,29.0271759033,61.951789856
69,43.367275238,30.1691398621,47.7965164185,40.310092926,31.554397583,33.1159934998,51.1960067749,43.0589179993,54.3201446533,45.9737091064,29.6137180328,25.7710189819,34.0750198364,27.7965698242,18.6533050537,33.3970069885,29.7513942719,34.6813621521,31.3148765564,54.8783950806
70,35.3282585144,29.5590229034,27.8965263367,36.5343475342,28.254863739,29.1827697754,40.3468666077,34.8680763245,56.2693099976,44.2084274292,39.5868148804,31.5279941559,47.2014884949,38.8352508545,35.2320709229,29.5788269043,36.1637496948,39.0540237427,36.5928115845,46.1227035522
