,IIR(g),IIR(g).1,IIR(g).2,IIR(g).3,IIR(g).4,IIR(g).5,IIR(g).6,IIR(g).7,IIR(g).8,IIR(g).9,IIR(g).10,IIR(g).11,IIR(g).12,IIR(g).13,IIR(g).14,IIR(g).15,IIR(g).16,IIR(g).17,IIR(g).18,IIR(g).19
25,12.3644828796,4.4046754837,8.9687633514,3.8907439709,14.3475971222,11.4997577667,10.1314744949,7.1148381233,4.6894593239,2.9505794048,11.2093153,4.2971739769,9.8910112381,9.1271858215,7.5844488144,6.72915411,11.074467659,13.4913597107,8.2718915939,5.0091342926
26,11.1810255051,3.8860290051,12.7963733673,4.6715426445,18.2544193268,13.6101770401,9.9306163788,9.1366157532,10.8754959106,5.1939606667,14.0213222504,5.9870181084,7.1610450745,10.9471635818,5.3542695045,9.7646493912,11.0876693726,12.4201192856,14.0967617035,7.3204107285
27,9.9155282974,7.934299469,16.0761051178,6.990363121,20.6383056641,16.2467861176,10.657664299,12.8227767944,16.6720752716,10.6293745041,14.4107780457,11.1272754669,3.8256773949,11.5289907455,4.2868013382,12.6520957947,9.7052412033,9.6052837372,18.1846370697,8.9178419113
28,9.7787942886,15.6753320694,18.9343166351,11.3724536896,21.4502239227,19.9395484924,12.9670553207,17.2520179749,19.8857975006,18.6118144989,12.6926441193,17.9404029846,2.0971705914,11.8043441772,5.3278656006,15.4358119965,8.8103399277,6.5084934235,20.1017436981,9.845746994
29,11.9580526352,24.1198387146,21.8877735138,18.2874240875,21.5171756744,24.2867469788,16.5589160919,22.2121620178,20.4572525024,26.8960113525,10.2144575119,22.7364673615,2.8176174164,12.1777696609,8.4642620087,17.6744785309,9.1611337662,3.8671691418,19.8084716797,10.1427898407
30,17.0643615723,30.4878730774,24.5187244415,25.7964801788,21.5143470764,28.3387908936,20.9098892212,26.9742794037,20.1187171936,33.1339111328,8.0512304306,22.8637714386,6.467001915,12.2918720245,13.1075611115,17.9064540863,11.4120588303,2.1141443253,17.7697200775,10.1418466568
31,23.8746604919,32.7105064392,26.2849502563,31.2931880951,21.8142185211,30.3747138977,26.0303421021,30.5048465729,21.4926586151,34.2428703308,7.41188097,17.7800941467,12.1419363022,12.4568958282,17.9762363434,15.164229393,14.7719449997,2.5790400505,13.8232927322,10.1145000458
32,30.5991458893,30.1059608459,27.5834522247,33.5290260315,23.0759449005,29.1271324158,31.0640411377,32.3870620728,25.2353992462,29.378911972,8.1049814224,9.3978252411,17.2887935638,12.1966295242,21.3285770416,8.8235425949,17.0907649994,5.5343813896,8.194565773,9.7825670242
33,33.8798179626,23.6860618591,27.9163284302,32.2201499939,24.8327407837,24.5743598938,34.026927948,31.7175350189,29.3694820404,21.1154613495,9.0413742065,2.0641658306,19.474653244,10.9971418381,22.0367660522,0.7100272179,17.0832214355,10.868894577,2.8336484432,9.0083694458
34,31.4346370697,16.5674037933,27.1987113953,27.6607780457,25.556016922,17.5537757874,33.4517021179,27.1949386597,31.2658424377,13.7770862579,10.3181867599,-0.8506268263,17.5905513763,9.1941385269,19.7000274658,-4.7734794617,14.588060379,16.8946228027,-0.2697428763,8.6915235519
35,25.2240829468,11.4196033478,25.8690910339,21.2965164185,24.5809612274,10.7632799149,28.6490345001,19.7198314667,29.3977718353,11.2102584839,11.7421064377,1.0664787292,13.090587616,8.0851783752,14.4796161652,-4.6056265831,10.2757520676,20.6496219635,0.8995689154,9.2771224976
36,17.8206424713,9.3931102753,23.6756877899,15.0755882263,22.2479953766,7.7032661438,20.8731117249,12.7360219955,24.9779624939,14.0524406433,12.9491386414,6.2435126305,8.3841075897,8.7565898895,7.8928079605,2.1094293594,5.9643864632,21.4568252563,6.0879182816,9.8787517548
37,11.9024152756,10.9443340302,21.3200912476,10.9716815948,19.2775669098,9.8570632935,13.0962457657,9.374250412,20.7835273743,20.1366348267,13.6441240311,12.7973165512,5.6022768021,10.7161302567,2.8892848492,13.2065753937,4.266998291,19.0465335846,13.0453233719,10.8556928635
38,10.3559064865,15.8318691254,19.2181587219,10.5954265594,17.4500465393,16.5617465973,7.9003520012,10.9169874191,18.390209198,26.346244812,13.5800008774,18.5335445404,5.6626286507,12.8718128204,1.8821680546,24.0443992615,6.5160374641,14.5927753448,18.9795818329,12.8869009018
39,13.2546682358,23.5549850464,17.8149833679,13.6752433777,17.8489322662,24.8817768097,7.0488286018,16.8361568451,18.0507316589,29.6080589294,13.4423236847,22.0914592743,8.4340858459,14.5748586655,5.0034761429,31.3969173431,11.8382921219,10.5888261795,21.8717422485,15.9836912155
40,19.4029846191,32.3682022095,18.3100547791,18.9824104309,20.3761539459,30.7236213684,11.2357196808,24.7044944763,18.7655220032,29.0658378601,13.3715991974,23.5597000122,13.4262933731,15.9289970398,11.9146747589,32.8915634155,18.9239444733,8.4010810852,21.8849430084,18.8202152252
41,26.343416214,38.3298034668,20.4676246643,25.5362148285,24.9176101685,31.7684574127,19.6858825684,31.0621547699,19.6359043121,25.9586753845,13.3612260818,23.3098068237,19.2803955078,17.8734493256,21.5482940674,28.1633930206,25.6767196655,9.1517038345,20.2177314758,19.7999858856
42,30.7679405212,38.4580535889,23.7322673798,31.5581703186,29.7617664337,28.3274745941,29.826833725,33.7308273315,21.4106178284,22.0254497528,14.2966756821,21.5680980682,24.1660442352,20.5336341858,30.1059608459,19.7188873291,29.5816555023,13.1471672058,17.8291282654,18.4694213867
43,31.3752288818,32.3210525513,27.0591487885,34.9482307434,32.2012901306,22.8684864044,37.7225189209,32.5332260132,24.9440135956,19.3822383881,16.3740901947,18.5014839172,26.8516902924,23.1560993195,33.7515716553,10.8377761841,29.0507507324,18.7145996094,16.4004936218,15.9167385101
44,28.3595352173,22.3894443512,28.7301330566,34.7077674866,31.232837677,18.2336730957,40.1827888489,28.5839691162,30.197429657,19.1125431061,19.0512485504,14.0637569427,25.7078380585,24.2103652954,31.1668281555,4.8290224075,23.981218338,24.245256424,16.5117664337,14.217464447
45,24.1943340302,13.6988182068,28.5783100128,30.5868873596,27.234544754,15.8130092621,36.2825660706,23.8105354309,36.6578788757,20.9843845367,20.8297348022,9.9636211395,21.5567817688,22.0575122833,23.3484687805,3.6276488304,16.4797058105,28.4472351074,18.1997261047,15.2547569275
46,21.3719558716,10.5350751877,26.711183548,23.9585857391,21.9603824615,16.2335834503,27.6372032166,20.4383926392,41.2870330811,24.2245101929,20.6166172028,8.4887800217,16.628698349,17.747089386,13.6177206039,7.6844062805,10.00228405,30.8103752136,21.2550239563,18.755147934
47,20.2837409973,13.7403097153,24.4187660217,17.8291282654,18.2242431641,19.9169158936,18.4562187195,19.3690376282,40.0026741028,28.0351467133,19.2068424225,11.334733963,12.5361070633,14.0411243439,5.6333956718,16.3910636902,7.2921209335,30.7368221283,24.3933067322,23.2287082672
48,21.4181613922,22.3470096588,23.7332115173,14.6578426361,17.682964325,26.2321434021,12.7860002518,20.5515518188,32.1230239868,31.9853458405,17.566034317,17.8423309326,11.5789690018,12.7973165512,2.7959284782,25.9134120941,9.506269455,27.7409324646,26.4094257355,26.6093406677
49,24.3225822449,33.4007797241,25.2966938019,16.077047348,20.5751266479,33.6940498352,12.7218770981,23.2315387726,20.6279335022,35.3150558472,16.5938072205,25.1665611267,14.9737453461,15.1029348373,6.7998785973,32.5332260132,15.9808616638,22.658197403,26.2038536072,26.7639923096
50,27.8918113708,41.734954834,28.3359603882,22.5158061981,26.1359577179,39.930065155,18.4251003265,26.7828521729,11.2592945099,36.4051551819,17.2765350342,30.2313785553,21.0711402893,19.4652233124,16.2854480743,33.8798179626,23.9029502869,17.3859214783,23.0816020966,23.3041477203
51,31.3016757965,43.3569030762,31.3742866516,31.4817867279,32.5907478333,42.3214950562,28.285982132,31.0715847015,8.3199834824,33.7751464844,19.0851955414,31.5647697449,27.6579494476,23.7709312439,27.9889392853,29.3864555359,30.2323207855,13.6912736893,18.4684791565,18.5175151825
52,32.957572937,37.6470794678,33.0877037048,38.8343048096,37.1124000549,39.8103065491,39.0794830322,34.3400001526,12.9557390213,27.4457759857,21.2804851532,29.1016712189,31.1611690521,26.3245563507,37.5424041748,21.3927001953,32.6907043457,13.1688556671,14.4315242767,15.1133079529
53,31.4553833008,27.4297447205,33.2499008179,41.5859603882,37.6913986206,32.5039901733,45.6540336609,35.4744224548,23.5144367218,19.7547206879,22.94298172,24.0349693298,29.5458221436,26.2236557007,40.8645706177,12.5153617859,30.9716281891,15.3292531967,13.6045188904,14.1542835236
54,27.1091270447,17.1926078796,31.741109848,38.7060585022,34.2692756653,22.0744857788,44.3064956665,35.0000953674,34.9812355042,14.6238946915,22.7779579163,18.4458465576,23.7218952179,25.0439720154,36.5767822266,6.0775456429,26.0265712738,18.641046524,17.232213974,15.688533783
55,21.8604259491,10.7170734406,29.4826412201,31.6684989929,28.6113147736,12.9387655258,36.1722373962,31.9928894043,41.9848480225,15.1085929871,20.9268627167,14.7794885635,16.2967643738,24.4951496124,26.7696495056,5.6569705009,18.6976261139,21.6133613586,23.046710968,18.6665077209
56,18.9550628662,10.6538925171,26.6357440948,23.5398979187,23.3371524811,9.1196422577,24.0689163208,26.9818229675,42.4214515686,21.2012729645,18.9296016693,13.8195209503,10.0711221695,25.4673748016,16.0166950226,10.9499921799,11.4309186935,23.2381381989,27.6843528748,21.5945014954
57,19.8075294495,17.2652187347,23.2532272339,17.6509037018,20.4393348694,12.2532091141,12.7539386749,22.5506973267,36.3966674805,30.0239200592,17.8725070953,14.901134491,7.2704319954,27.7993984222,8.2322854996,19.9716091156,7.7721047401,23.7313251495,28.5717105865,23.6954917908
58,24.2735462189,29.4439792633,20.5053443909,16.714509964,21.5850715637,20.8457641602,7.0252537727,20.3054294586,27.0176563263,37.5923843384,18.3685207367,17.1473445892,9.8815813065,29.2921562195,6.7489566803,29.792886734,9.8985548019,23.6011924744,25.0307693481,25.1090373993
59,32.1494255066,45.8407478333,20.5666389465,21.4756851196,28.4811820984,31.6609554291,9.815571785,22.4262218475,19.3548927307,42.7995948792,21.0305919647,20.90234375,18.9069709778,29.5741119385,14.0430107117,38.4061889648,19.0295600891,24.0566577911,20.1413497925,27.228887558
60,42.9344406128,63.2861251831,26.1746196747,31.5619411469,41.0163917542,43.40782547,22.4724292755,30.059753418,18.4637641907,46.7375335693,27.1581630707,27.9502773285,33.1942634583,31.5185642242,29.0271759033,46.4169158936,35.5583457947,27.1034698486,19.5359477997,31.7392253876
61,54.9132881165,76.8520278931,38.4599380493,45.9944572449,56.4286766052,55.7544364929,43.1815071106,42.1828765869,27.4731216431,51.1601715088,37.7951278687,38.7890434265,50.4878196716,38.5419769287,48.6244621277,54.0881690979,57.1594963074,33.6534996033,27.4929256439,39.1662406921
62,65.2796096802,82.4232330322,54.322971344,61.2473716736,70.0294723511,67.1655960083,64.8882675171,56.0665664673,45.5097579956,57.266998291,52.754776001,51.265789032,68.078414917,51.7127685547,68.1472549438,61.6094818115,78.442855835,43.6992111206,44.3395004272,49.1978034973
63,70.8508148193,77.8176498413,68.5197372437,71.9267730713,77.0443954468,74.5388641357,79.4018783569,67.079788208,66.8685531616,63.4869842529,70.4028930664,63.8575782776,83.084274292,67.1778564453,81.2510910034,69.4976196289,92.4217910767,55.8619384766,65.9265060425,60.7324981689
64,70.1907196045,65.2484970093,76.212677002,74.5398101807,74.8368530273,75.121635437,81.6867523193,72.196472168,83.859413147,66.7280502319,86.392288208,73.8080444336,91.0148468018,78.651260376,83.9480514526,76.2551116943,94.1257781982,66.9260787964,84.6920776367,71.512802124
65,64.4959869385,50.0200958252,74.8076171875,69.3392028809,64.3752822876,67.7323379517,72.3190612793,71.0196151733,89.6229858398,64.9589920044,94.5133514404,77.5366439819,87.9934921265,81.5113601685,75.7562713623,79.4160232544,82.4090881348,73.338432312,93.2751998901,78.8294830322
66,56.6653671265,36.8870239258,65.4974441528,59.7857322693,50.1398544312,54.4144439697,56.9473228455,65.0306625366,82.4326629639,57.92237854,89.8926849365,74.8802261353,73.9155426025,74.0503921509,60.141242981,76.7850723267,61.6934089661,73.5534362793,88.2782821655,80.238319397
67,49.12707901,28.8461208344,52.3266563416,50.5604286194,37.4066162109,39.740524292,42.3705329895,56.8964004517,65.2550964355,48.6320075989,71.8937683105,67.4626464844,52.9669494629,59.1482696533,43.3587875366,67.4466094971,40.1497840881,68.4235534668,71.4430160522,74.4379653931
68,42.4554023743,26.8281154633,39.4962882996,43.913269043,30.1559391022,28.9177875519,33.962802887,48.2906455994,44.0349159241,41.1229515076,45.6540336609,57.2321090698,32.1447105408,43.4276275635,31.5996608734,52.4124679565,25.3419570923,59.7847900391,49.1006736755,62.3412437439
69,37.1567230225,30.2049751282,30.7566261292,39.6924324036,30.4642982483,26.5112686157,33.5233688354,40.5411262512,25.3843917847,37.3406066895,20.8825416565,46.661151886,19.1691226959,32.2210922241,28.6141452789,35.071762085,21.4530525208,50.8433265686,29.2082309723,46.9629096985
70,33.6902770996,37.510345459,28.5990562439,37.0831680298,37.2255592346,33.3357124329,38.3241462708,34.6247825623,14.4720726013,37.1548347473,7.4326272011,36.5946960449,18.016784668,28.2275161743,34.3437728882,20.5987014771,27.3750514984,44.6223983765,17.9602050781,31.8806743622
71,32.3436813354,46.8714408875,32.8604431152,36.1958122253,46.8214607239,44.5884513855,45.0599479675,30.715133667,14.3381671906,39.4104766846,10.1069564819,28.7706813812,27.3194141388,31.9862880707,45.2570343018,14.1420249939,38.0817985535,41.6595153809,17.8319587708,21.4615402222
72,34.2721061707,56.4352798462,41.768901825,37.5970993042,54.8038978577,54.4040718079,50.787689209,29.7759113312,24.2829761505,43.1730194092,26.0850353241,25.5814781189,42.3186683655,40.3864746094,56.1127738953,18.2346153259,48.5942878723,41.2427101135,28.1850814819,19.9348335266
73,40.4317359924,63.964138031,52.1324005127,41.5727577209,57.698890686,59.4141960144,53.0150413513,33.7430839539,41.2879753113,47.4740104675,48.1916313171,29.4015445709,57.5763015747,48.977142334,61.9753646851,32.2352371216,55.0622787476,42.1659011841,45.270236969,28.5783100128
74,49.3939476013,66.6780700684,59.8819198608,48.0388641357,54.9736366272,58.7795600891,51.3299102783,42.71849823,61.0898933411,51.4223251343,67.6983947754,40.5505561829,68.1859207153,54.6935691833,60.3354988098,51.828754425,57.3113174438,42.6157112122,62.8174591064,44.6129684448
75,58.6956329346,62.2827796936,62.5421028137,55.2782249451,48.4085197449,54.2965698242,47.1486778259,54.506855011,76.5757293701,54.2861976624,77.8487701416,54.6756515503,71.0582733154,56.2768554688,52.3973808289,70.305770874,57.3575248718,42.1187515259,74.0579376221,62.3346443176
76,64.5129623413,50.9112243652,59.0087051392,59.4405975342,41.8028488159,48.5546836853,43.0589179993,64.8807296753,81.2510910034,54.8444480896,76.60496521,66.0641860962,66.2197799683,53.8844795227,41.9678726196,81.0917282104,55.674282074,41.2219657898,74.2154159546,74.3323516846
77,62.5628509521,36.0901947021,50.3605155945,57.6423110962,38.5617828369,43.2729759216,41.0126228333,69.3118515015,72.5085983276,52.0258407593,65.9057617188,70.1746902466,56.1985855103,49.2355232239,33.3706016541,79.9261856079,52.4586753845,41.0050773621,62.6269721985,74.8509979248
78,52.4888496399,25.0090808868,40.1158332825,49.9833183289,39.2577095032,39.2850570679,41.5595588684,64.7034454346,52.3021392822,46.0246315002,49.4854164124,64.9882278442,43.4700622559,44.6695480347,30.5661411285,65.7529983521,47.7257919312,42.8571166992,43.2654342651,63.7208442688
79,38.7484931946,23.6596565247,32.2918167114,40.2101325989,43.0523147583,37.2708244324,44.9090690613,51.737285614,28.5613365173,39.3953895569,32.4596710205,52.5001678467,31.2262363434,41.3124923706,35.0331001282,43.5690765381,41.5369262695,47.0581512451,23.9897041321,45.7785110474
80,28.4170589447,33.0990219116,29.8466358185,33.7176246643,47.2288322449,38.2081604004,49.926738739,35.6856498718,11.8335771561,35.1396598816,20.2535648346,37.4424476624,23.5380115509,40.0460548401,44.5111274719,23.0542545319,36.8002700806,52.714225769,14.2759304047,28.5669956207
81,26.4037685394,47.6418647766,33.975063324,34.15234375,48.8507804871,41.780216217,54.1551208496,23.5370674133,9.2431745529,35.0538444519,17.4142112732,25.9916801453,23.3211231232,42.0150222778,55.1678962708,13.1245355606,35.2160415649,57.9421806335,19.2973690033,19.6632518768
82,32.7227668762,59.1529846191,42.5732765198,40.53358078,47.3712272644,46.6988716125,54.7322311401,20.3431491852,21.7708415985,38.987071991,25.4051380157,22.1357803345,30.3633975983,45.9803123474,62.0310020447,17.0077819824,37.1491775513,59.6244812012,36.8757095337,22.0018749237
83,43.5803909302,62.325214386,51.3082237244,48.1124191284,44.1537322998,51.1875190735,50.1143951416,27.4570922852,43.6350860596,45.2202568054,41.2644004822,26.4999523163,42.4346542358,49.6608123779,61.7584762573,31.6967887878,42.4752044678,55.5413208008,59.3585586548,33.3206253052
84,53.0970802307,56.209903717,56.4230194092,52.0843048096,41.8679161072,52.8717079163,42.2111663818,41.9395828247,64.9184494019,50.6509552002,59.1256370544,37.5358047485,55.8873977661,50.603805542,54.4861106873,49.6155509949,48.2915878296,47.0590934753,76.3748703003,48.241607666
85,57.2198486328,45.5682220459,57.1859016418,50.2633857727,42.160243988,50.4595298767,35.4989395142,57.1736412048,76.8633422852,53.8561897278,72.1512069702,51.4128952026,65.8303222656,47.6758117676,42.5968513489,63.0946960449,51.6222381592,37.6489639282,79.9073257446,60.6089668274
86,56.1042861938,37.767780304,54.2267875671,44.109413147,44.9684791565,45.4107437134,33.2338676453,65.9670562744,75.7053451538,54.5455207825,74.1739273071,63.0107727051,68.0944519043,42.3328132629,31.2648983002,67.9746856689,50.7518577576,30.4171485901,68.4075241089,66.3291625977
87,52.0909080505,35.7129974365,48.0954437256,38.842792511,48.459438324,40.0517120361,36.0421028137,64.9731369019,63.0466041565,52.7066841125,63.4652938843,68.5414276123,61.6736068726,37.6961135864,25.9124679565,64.5205001831,46.8459777832,28.588684082,47.0044021606,63.7406463623
88,47.6258354187,38.8673095703,39.9489250183,38.4901123047,50.0483856201,36.934173584,41.7990760803,55.9996147156,44.5875091553,48.5659980774,44.6752090454,65.5832595825,49.4373245239,36.998298645,28.9470214844,56.0486526489,43.9066696167,33.3017654419,24.6130237579,54.4521636963
89,43.9849357605,44.6356010437,32.6228103638,42.7373580933,48.1463661194,37.5791816711,47.2354354858,43.5436172485,27.6654930115,42.9042663574,26.496181488,54.9670372009,36.2127838135,41.5435256958,39.562297821,46.3773117065,43.9689064026,41.7179794312,10.8971843719,43.3512458801
90,41.1267242432,49.219493866,29.505273819,49.2110061646,43.6737480164,41.8226509094,50.496307373,32.7076797485,17.467962265,37.5518341064,17.1039676666,40.4336242676,25.9011516571,48.7508239746,52.4086952209,37.142578125,46.3018722534,50.1191101074,12.1532516479,33.7883491516
91,38.5693244934,50.7047080994,32.5002212524,53.9702949524,39.9064903259,47.2891845703,51.4817352295,28.0785236359,17.3321723938,34.8284721375,19.3256587982,27.0063400269,21.8349647522,54.5294876099,61.8744621277,29.4873561859,48.6914176941,55.778011322,26.9073257446,28.2114868164
92,36.4155273438,49.4269523621,41.2210235596,54.059879303,40.2789726257,50.9055633545,51.6071510315,31.324306488,28.5537929535,36.3853530884,30.7141914368,20.1536083221,26.2491168976,55.7421760559,65.0353775024,26.0265712738,48.0530090332,57.2349357605,48.3208198547,28.7216453552
93,36.1694068909,46.7997703552,53.4818229675,49.9842605591,44.6638908386,52.0041503906,52.387008667,39.7659835815,47.0524940491,42.7279281616,46.648891449,23.4804878235,37.7206306458,51.3676300049,60.5401268005,28.9941711426,43.5596466064,55.0066413879,67.8775634766,34.8133811951
94,39.7839012146,47.1317062378,63.8641815186,44.0575485229,51.6458129883,51.6759910583,53.4299583435,50.3256225586,65.7709121704,52.9754371643,60.9993667603,35.9638366699,52.2116088867,43.6860084534,50.0955352783,39.1973609924,37.7489204407,50.4670715332,78.4202270508,45.4607200623
