15m/min,20m/min,30m/min,40m/min,50m/min,60m/min,70m/min,80m/min,90m/min,100m/min,110m/min,120m/min,°
-0.570509121,-0.291684674,0.309837366,-0.172204269,1.297267381,4.807519285,-2.103804153,-2.103804153,-0.400865045,-2.752706353,6.932759825,4.625552001,-0.25986058
0.279538251,-0.776472985,1.206627073,-2.283024761,0.025556402,4.663318796,1.109120076,1.109120076,-1.030540513,-5.715683068,3.862662747,2.332764226,-0.577098635
0.967671837,-1.01200045,1.231347157,-3.190114503,-1.456961959,2.957633011,3.5735751,3.5735751,-1.542795584,-6.833580192,0.249410494,-1.570262343,-0.720185236
1.376221737,-0.755872915,0.705358707,-2.989607157,-2.012477176,0.256277184,4.874126177,4.874126177,-1.07380066,-6.163391253,-3.71198294,-5.296814981,-0.620401159
1.415758824,-0.12345077,0.18349027,-1.645795933,-1.752229627,-2.479412093,4.280157496,4.280157496,0.795312345,-3.448988715,-6.552045904,-6.580886002,-0.268332813
0.97614407,0.568711577,-0.387131665,0.513778057,-1.301774766,-4.283291544,1.769008981,1.769008981,2.718672201,1.022599783,-4.774946544,-5.278961587,0.207053591
0.07620466,0.909299398,-0.78677302,1.978443024,-0.501805387,-4.926013723,-2.42035856,-2.42035856,3.04071996,5.34380777,-1.341601568,-1.816776513,0.550649705
-0.977176302,1.39340104,-1.242721233,2.754378989,0.077056576,-4.174111174,-6.420892126,-6.420892126,1.709268778,7.942849917,2.874546063,2.481084729,0.683381354
-1.638010471,1.904969442,-1.937630256,2.906819506,0.215763713,-1.827076548,-7.034087539,-7.034087539,0.285117282,8.140610588,6.903233058,6.104637017,0.571359608
-1.571173967,1.641975216,-1.803043133,1.894669407,0.548798176,1.338467521,-4.345091753,-4.345091753,-0.6432592,5.396681283,6.156137191,8.174944037,0.179754174
-0.982824457,0.615405068,-0.483265324,0.515151395,0.68269863,3.982143152,-0.290998005,-0.290998005,-1.461081973,0.152590166,3.030419925,7.006233408,-0.349289705
-0.069706018,-0.641199193,1.540348205,-1.031913851,1.008179734,5.198920612,3.548168347,3.548168347,-1.882696736,-5.511055707,0.241857135,2.635585253,-0.661820965
1.00061941,-1.534555556,3.487741476,-2.407998518,2.025823185,4.394831218,5.772975892,5.772975892,-1.974710382,-8.910067234,-3.810863275,-3.083680809,-0.640169703
1.80454018,-1.648542609,3.858542733,-2.526792254,2.08350338,2.014149812,6.020863399,6.020863399,-1.31962816,-8.156791346,-6.403038732,-7.691229767,-0.345524268
1.896793383,-1.395848419,2.51404484,-1.691802756,0.884579315,-0.707806085,4.026089968,4.026089968,0.742438833,-4.022357326,-7.113741142,-8.129324586,0.029136699
