,IIR(g),IIR(g).1,IIR(g).2,IIR(g).3,IIR(g).4,IIR(g).5,IIR(g).6,IIR(g).7,IIR(g).8,IIR(g).9,IIR(g).10,IIR(g).11,IIR(g).12,IIR(g).13,IIR(g).14,IIR(g).15,IIR(g).16,IIR(g).17,IIR(g).18,IIR(g).19
21,24.9296836853,19.1235847473,35.9874420166,5.1853685379,31.011592865,14.9497442245,-12.1943359375,18.5070152283,24.5917472839,28.1979694366,60.3348426819,63.685962677,50.2353553772,65.6862792969,38.2117958069,51.1512641907,39.4477577209,48.5117874146,48.8167762756,61.2846412659
22,2.550596714,-1.8726947308,25.0925331116,-16.1121349335,3.4533286095,-0.2536137998,-25.8463878632,-3.8673648834,10.6149377823,15.9070730209,51.1183166504,54.7000656128,45.3997612,63.781036377,32.6297302246,50.6881332397,37.8738594055,45.9692649841,31.4954338074,54.2821159363
23,-12.7167720795,-15.0512609482,13.3212499619,-24.0268058777,-17.0892314911,-7.6496133804,-24.9135341644,-17.798992157,1.7645894289,5.7934651375,36.0241546631,37.7157173157,36.2434844971,48.1794967651,27.3432445526,43.132106781,33.7819137573,37.323184967,12.2660236359,39.0533409119
24,-16.8350734711,-17.755689621,2.1938340664,-16.9838027954,-25.2382926941,-6.6310982704,-10.7842292786,-19.8096637726,0.0203121137,0.5756945014,18.0175266266,17.4131946564,24.2669906616,24.1097888947,21.912733078,29.6607894897,29.0206871033,24.0410728455,-3.7063980103,19.4483413696
25,-10.0076351166,-9.1387910843,-5.4883284569,1.0444749594,-19.9649829865,0.7394852638,10.9679346085,-10.4971246719,5.4508223534,1.5791481733,1.3522886038,-1.3615546227,11.8245420456,0.1351539046,16.3382015228,13.3278398514,23.4536838531,10.6328229904,-13.4293556213,0.2942380309
26,2.9751348495,8.3237495422,-6.1321954727,22.9444274902,-3.5416660309,11.4385976791,32.6645622253,6.0899829865,14.6306352615,8.1223058701,-9.7675971985,-13.4933662415,1.3212248087,-17.6728534698,11.6588687897,-0.7280421853,17.0969085693,1.2402707338,-14.7660388947,-12.9229221344
27,19.0040359497,28.4191799164,1.2995743752,40.6818351746,19.1857128143,23.7266693115,47.5036277771,24.8703804016,23.7511444092,17.2917633057,-12.0691394806,-15.0634975433,-4.7917470932,-25.0020198822,8.5647296906,-7.1168227196,10.8032026291,-2.6417582035,-7.87458992,-16.3634700775
28,34.6498184204,44.6184616089,14.7906608582,49.7515144348,40.9501152039,34.2977600098,51.8459625244,40.1989364624,30.5333976746,25.811706543,-5.7970833778,-6.1030144691,-5.5071549416,-19.8407287598,6.1436386108,-5.1070914268,5.7840518951,-1.2382409573,4.3202900887,-9.8043088913
29,44.6975326538,51.6718177795,29.680557251,47.9046325684,54.6859436035,39.2886734009,45.434589386,46.5566520691,33.3978538513,32.1430664063,5.9544320107,9.1794157028,-1.0443277359,-3.5209567547,4.1019020081,2.8028721809,3.9550552368,4.100019455,19.0915794373,3.6651268005
30,45.6991043091,48.5268478394,40.2949523926,35.2343826294,56.0160369873,38.8123626709,32.6523246765,43.0276222229,32.4518203735,35.2221450806,20.5864048004,24.6670532227,8.0375871658,19.0313339233,4.2176852226,13.1254549026,5.0385217667,12.4985313416,33.3065452576,19.6836738586
31,37.4079017639,39.5597763062,43.4860458374,17.7897262573,44.7474250793,36.2425422668,20.5656967163,33.6877822876,27.71600914,33.6454238892,33.9645309448,35.2880363464,19.5838928223,38.733291626,8.0592374802,22.4031639099,7.8380255699,21.9852161407,42.8148803711,33.676486969
