15m/min,20m/min,30m/min,40m/min,50m/min,60m/min,70m/min,80m/min,90m/min,100m/min,110m/min,120m/min,°
-0.89557482,0.227085294,-2.053186993,1.864938749,-0.64392,-4.592803554,-0.573316842,5.811725179,0.831755904,-2.694207744,-0.90116715,5.751607638,-0.361507369
0.023664314,-0.268534893,0.548644231,4.108161854,2.573067451,1.602798311,3.09315408,2.748526784,-4.627755612,5.149034152,-0.783029193,2.648563897,-0.566326431
1.930648619,-0.447489432,2.599631016,2.702390067,4.098375278,6.573680051,3.530054809,-1.721142439,-8.396985586,8.366021604,-2.645274862,-1.510731048,-0.383876686
2.527629775,-0.415333539,3.354595476,-0.399954633,5.002235507,9.35166965,1.216927587,-2.733354049,-3.247848348,7.663485231,3.65658126,-7.730100312,0.023664314
1.555263512,-0.455178885,2.477298811,-1.862348755,4.038257738,8.265359676,-0.980857843,-1.652636405,4.896680291,6.036117394,7.732690306,-13.21617539,0.341728045
0.362000239,-0.497820396,1.486757477,-1.842076561,1.023293184,4.283621187,-0.243369411,-5.702181886,3.924314027,3.375566711,-1.108083335,-10.87508652,0.054422126
-0.976663596,0.056519249,0.380874351,-0.590792872,-1.968603012,-1.800134091,0.695442876,-7.63293359,1.14702347,-1.967903971,-6.296366878,-3.041631204,-0.180455706
-1.78755135,1.028186472,-0.663493153,-0.545355196,-6.131393163,-7.223994507,-0.365701616,-0.836156321,1.892201354,-6.148170151,-4.888497968,5.951533412,0.28440667
-1.600907358,1.483262272,-1.324786097,-2.216762626,-7.132420114,-8.177486659,-2.048992746,5.545390494,2.138962886,-7.658099072,-0.536966702,10.75045103,0.71571507
-1.080121689,0.896067691,-2.686518291,-0.790019604,-2.391522918,-6.386543189,-3.072389015,7.337732047,1.601400229,-9.025423595,3.506986451,10.81266569,0.401146545
-0.094473643,-0.109852549,-3.382064252,2.597533892,1.806219291,-2.771801313,0.204016936,6.31573386,-2.839608306,-5.905602866,-1.803629297,8.963701802,-0.327953393
1.082012642,-0.636929589,-1.911281636,3.137193673,3.382557123,1.804122167,1.966299718,1.498641177,-7.110749838,0.863212756,-2.315327431,2.682816914,-0.804000428
1.615381052,-0.728503981,0.632529171,1.457397748,3.57828865,3.785204835,-0.978760719,-1.87772766,-3.259732048,5.660732287,5.617391734,-3.486920427,-0.433508609
1.167295664,-0.638327671,3.086163668,-0.989246337,1.927852454,5.374824449,0.740181511,-1.30870815,1.990067118,9.648762146,5.705470921,-9.610521052,0.310271193
-0.035754185,-0.718018364,4.14730816,-2.369153601,1.504932548,7.018270233,2.594737727,-4.214622282,2.509454705,10.85880241,2.343781948,-15.1504223,0.467555456
-0.833360157,-0.153892142,2.703089108,-1.037480177,1.776160521,4.516401896,0.493419979,-6.961155028,1.346949244,5.202161281,-2.784384054,-10.85201816,0.013877738
-1.167501835,0.894669609,-0.569821637,-0.766951246,-1.43453556,0.137608025,0.292795164,-5.667928869,1.860045461,-2.443251965,-6.868881594,-1.241600198,-0.137115154
-1.18847307,0.944301532,-3.355500688,-1.674306681,-4.251671464,-4.620066159,-1.705763533,-1.857455467,1.855851214,-8.54937656,0.466157373,6.555504981,0.178152412
