15m/min,20m/min,30m/min,40m/min,50m/min,60m/min,70m/min,80m/min,90m/min,100m/min,110m/min,120m/min
0.44994942,-0.7131491,-0.715212551,3.462587811,5.023244548,0.223657632,7.06399754,1.908121427,-0.737222695,4.094003802,0.354342859,7.679593741
0.01662472,-0.832829256,0.054454654,1.567652019,4.06717894,-0.348606099,9.049725174,1.684580907,-3.973401605,4.852665936,0.625342751,7.069500076
-0.319029968,-0.326595955,0.458891041,-0.832829256,1.025652236,-1.34731636,6.797812367,0.141119594,-5.536121794,3.558194372,0.151436849,3.953001321
-0.410509627,0.545555981,0.510477315,-3.066171003,-2.469145861,-1.669214708,1.908809243,-2.090158703,-5.196340203,1.042159843,-0.526750698,-0.028083384
-0.270194962,1.049038013,0.641850359,-4.093769578,-4.750634798,-0.510930907,-3.336483078,-3.23124708,-3.36124449,-1.417473692,-0.773676995,-3.486427181
0.01662472,0.809677703,0.987822302,-3.539389088,-5.192901118,1.399824675,-6.744616235,-2.228409917,-0.552199926,-2.873582248,-0.43733449,-5.618659832
0.313761657,0.311010389,1.362682558,-1.930585162,-3.37706428,2.959105778,-7.194448543,-0.237179747,2.264410624,-3.323414555,-0.5673319,-5.79474098
0.421748924,-0.089986913,1.313159735,-0.092050364,-0.228925943,3.436450765,-4.71349268,1.831773741,4.14008754,-2.923792888,-1.273719942,-4.103399016
0.215403828,-0.297707642,0.579259013,1.802197611,2.294674572,2.396471485,-0.587966409,2.844240342,4.582353861,-2.127988637,-0.494423299,-1.259275786
-0.02670775,-0.51712126,-0.346542648,3.261745251,3.428884779,0.428627093,3.372483786,2.284357317,3.419255341,-0.550136475,1.527070817,2.066319333
-0.167710232,-0.677382617,-1.052930691,3.438514216,3.36698125,-1.541280749,5.660163075,1.222367893,1.296652128,2.038118837,2.54366432,4.915257281
-0.156017343,-0.677382617,-1.438796019,2.056689895,2.469380086,-2.993262403,5.090650612,0.233974887,-1.351443262,4.873300445,2.193565475,5.587942292
-0.217233055,-0.595532396,-1.402341719,-0.193847277,0.784228474,-3.272516099,2.265098441,-0.775740446,-4.334505522,6.421576477,0.845444186,3.571950711
-0.354796452,-0.473100973,-1.149912885,-2.316450491,-1.274407759,-2.083280533,-1.314301145,-1.167796127,-5.799555699,4.684838592,-1.405780803,0.129426705
-0.25712644,-0.153266075,-0.846585595,-3.289711523,-2.809615268,-0.38712385,-4.205195929,-1.466996515,-4.28016798,-0.011575776,-3.696899178,-3.300716595
0.181700796,0.372226101,-0.286014753,-2.735331034,-3.225056727,1.267075997,-5.053962088,-1.533714762,-0.759232838,-4.952852991,-4.848992626,-5.303639653
0.626718385,0.930045675,0.21265256,-0.869971373,-2.537239742,2.677788632,-3.392196254,-1.046052521,3.092542273,-7.752268117,-3.809013346,-4.960418978
0.756027978,1.293213043,0.613649862,1.532573353,-1.055681958,3.174392494,0.147309947,-0.351357367,5.431807837,-7.201326712,-0.404319274,-3.114318192
0.588200634,1.251944024,1.234060782,3.153757985,0.485028086,2.314621264,4.131145919,0.461642309,5.300434793,-3.402513509,3.312643708,-0.755105936
0.227096717,0.713383325,1.820080853,3.352537093,1.209987188,0.667987404,6.322530831,1.641936254,2.782336813,2.126847227,5.404295157,1.588286529
-0.296332008,-0.080357475,1.974839674,2.13991575,1.127449149,-0.885103346,5.642967651,2.653715037,-0.773676995,6.697391088,5.10715822,3.192963553
-0.903674405,-0.739973963,1.50368504,0.037259229,0.802799533,-1.927833894,2.627577992,2.707364762,-3.791817922,7.81440587,2.490014595,3.418567524
-1.229011838,-0.936001803,0.004244014,-1.91063847,0.50703823,-2.512478331,-2.151374414,1.452786583,-5.419192906,5.358899236,-0.79981404,2.476946072
-1.063935762,-0.539131403,-2.04751405,-2.652792996,0.324078912,-2.563376788,-6.351872737,-0.399504556,-4.95078954,1.267075997,-3.364683574,1.51950483
-0.595532396,0.004244014,-3.333043993,-2.119047016,0.369474833,-1.627257872,-7.543859571,-1.808153739,-2.159628218,-3.029028886,-4.778147477,0.418309839
-0.148451356,0.296566233,-3.115006009,-0.895420601,0.644601627,0.046888667,-5.154383367,-2.524859037,1.562149483,-5.797492248,-4.136414231,-1.252397616
0.143183045,0.315137291,-1.553661455,0.596454438,0.629469653,1.833837192,0.266302285,-2.698876734,4.552089914,-6.146215459,-2.108729761,-2.819244706
0.309634755,0.165193189,0.520106752,1.998225451,-0.173900585,2.884133727,6.406444503,-2.14105716,5.389163184,-4.730000288,-0.21379397,-3.46372922
0.415558571,-0.05628388,2.066319333,2.531971431,-1.500699547,2.922651478,9.633681793,-0.65399684,3.642795861,-2.698188917,2.015420876,-2.520044318
0.510477315,-0.257814257,2.705989128,1.756113873,-2.589513833,1.990659465,8.716133936,1.272578533,0.445822518,-0.203476715,4.560343718,0.063396275
0.564127039,-0.510930907,2.686042436,0.12598762,-2.938924861,0.548995066,4.40008236,3.058151424,-2.718823426,3.105610796,5.88026451,2.981115922
0.581322464,-0.675319166,2.25409337,-1.493821377,-2.312323589,-0.907801307,-1.774450707,3.993582523,-4.635769361,6.484855639,5.035625254,4.976472993
0.395611878,-0.494423299,1.287710507,-2.393485993,-0.779179531,-2.182326179,-7.32719722,3.416504073,-4.659842956,7.83710383,2.249278651,5.217896755
0.014561269,-0.089299096,-0.450403012,-2.235288086,1.271202899,-3.02352635,-10.2504194,1.326228258,-2.748399557,6.062536011,-1.704981192,3.457085275
-0.354108635,0.291751514,-2.474648397,-1.243455995,3.173704677,-3.104000937,-9.292978161,-1.534402579,1.013959347,1.4534744,-5.518238552,-0.194535094
-0.667065362,0.641850359,-3.639122551,0.329581448,4.343681368,-2.440945365,-4.33725679,-4.188000505,4.676584788,-3.954830547,-7.239156647,-4.289109601
-0.742725231,0.925230956,-3.379815548,1.674263652,4.16760022,-1.081819004,2.361392819,-5.12411942,6.066662913,-7.393915468,-5.37723607,-6.188860112
-0.392626386,1.087555764,-1.892067411,2.168116247,2.520278542,0.814492422,7.643827258,-4.065569081,4.664204082,-7.426930683,-1.084570272,-5.519614186
0.231223619,0.958246171,0.088845503,1.745796618,-0.219984323,2.617260737,9.514689455,-1.372765588,1.267075997,-4.207947197,3.395869563,-3.36124449
0.677616842,0.407992584,1.910184877,0.527672739,-3.06685882,3.748719676,7.7710734,1.990659465,-2.238039354,0.481589001,6.547446985,0.220218547
0.797984814,-0.363738072,3.227354402,-1.084570272,-4.606881048,3.759036931,3.543062398,4.168975854,-4.436990253,4.298285447,6.525436842,3.895912511
0.718198044,-0.905050039,3.519676621,-2.149310963,-4.164614727,2.360705002,-1.685722316,4.198551984,-5.136500126,6.172586729,3.005877333,5.726881323
0.460954492,-0.921557647,2.383402963,-1.936087698,-2.10666631,-0.189720375,-6.317481888,2.686042436,-3.782876301,5.720003153,-1.561915259,5.31006423
0.106040928,-0.501301469,0.194081502,-0.671192264,0.661797051,-2.96437409,-8.530876943,0.149373398,-0.758545021,3.276877225,-4.921901227,2.97698902
-0.193847277,-0.069352403,-1.942278051,0.561375771,3.206719893,-4.887510378,-7.660788458,-2.189204348,2.614509469,0.070274445,-6.046481996,-0.138134102
-0.374743144,0.148685581,-2.852947738,1.110253725,4.561719352,-5.386177691,-3.941074207,-3.382566816,4.999170954,-2.517980867,-4.665345492,-3.258071942
-0.534316684,0.070962262,-2.216717028,1.181098874,4.120828665,-3.753300171,1.178347606,-3.455475416,5.179379003,-3.55727233,-1.493821377,-5.693631883
-0.774364812,-0.21379397,-0.879600811,1.029091321,2.252029919,-0.255062989,5.180754637,-2.436818463,3.298199552,-4.060754362,2.728687089,-5.581517715
-0.793623687,-0.425641601,0.311698206,0.748461991,0.075089164,3.004501699,6.753104263,-0.801877491,0.645289443,-4.596563793,5.986188326,-2.650041728
-0.444900476,-0.390562935,0.906659897,0.209901292,-1.773075073,4.816899453,6.01714009,0.776662487,-2.559937703,-3.710655518,6.297081603,1.362682558
0.027629792,-0.084484377,0.997451739,-0.678758251,-3.185851159,5.162183579,3.555443104,2.317372532,-5.405436567,-0.79981404,3.78654961,4.544523927
0.494657524,0.27661954,0.725764031,-1.099014428,-3.872292509,3.832633348,-0.117499592,3.290633565,-6.076058126,3.205344259,0.070962262,5.548736724
0.861263977,0.454764139,-0.095489448,-0.887166797,-3.155587211,1.289773958,-3.978904141,3.108362064,-4.59037344,6.330096818,-3.264262295,4.069242391
0.973378145,0.40661695,-0.872034824,-0.457968999,-0.964890117,-1.734557322,-6.544461492,1.837964094,-1.419537143,6.397502882,-4.930842848,0.78285284
0.583385915,0.270429187,-0.792248054,0.036571412,1.718283939,-4.33037862,-6.509382826,-0.515057809,2.571864816,3.416504073,-5.32702543,-2.687183845
-0.127816847,0.05995719,0.1899546,0.397675329,3.591209587,-5.34765994,-3.790442288,-2.888714221,5.210330768,-0.926372365,-3.692084459,-4.5037085
-0.717963819,-0.092738181,1.334482062,0.412807303,4.109135776,-4.750634798,0.306883487,-4.284294882,5.49715045,-5.014068703,0.213340377,-3.952079279
-0.964890117,-0.160832062,1.833837192,0.294502782,3.12074277,-2.43062811,3.830569897,-3.87435596,4.013529215,-6.783133986,4.257016428,-1.057745409
-0.948382509,-0.092738181,1.229246063,-0.005385424,0.938987296,1.15014711,5.651221455,-1.445674189,1.356492205,-5.700510053,6.389936896,2.574616084
-0.665001911,0.143870862,-0.056971697,-0.326595955,-1.454615809,4.570660972,5.177315552,1.787065637,-1.483504123,-2.414120502,6.062536011,4.539709208
-0.114748324,0.474023014,-1.287476282,-0.490984214,-3.192041511,6.669878408,2.81053731,4.243947905,-3.710655518,1.67013675,2.90408042,4.510820895
0.610210777,0.74639854,-1.993864325,-0.540507037,-3.373625195,6.402317601,-0.381621314,5.179379003,-4.683228733,4.399394543,-1.605247729,2.910270773
1.249192756,0.836502565,-2.073651095,-0.150514807,-1.961536927,3.584331417,-3.55039416,4.102945423,-3.945888926,4.612617808,-5.185335132,-0.336225393
1.516065746,0.535926543,-1.903072483,0.561375771,-0.110621422,-0.303210178,-5.302264019,1.820080853,-1.905823751,3.138626011,-6.410337181,-3.75123672
1.450035315,-0.023268665,-1.191181904,0.599893523,1.260197827,-3.872980326,-4.548416604,-1.096263161,0.198208404,1.000203007,-5.241048307,-5.200467105
1.013959347,-0.554951194,0.621215849,-0.146387905,2.020235595,-6.012778964,-1.901696849,-3.439655626,1.537388072,-0.753042485,-2.103915042,-4.533972448
0.166568822,-0.947006875,2.988681909,-1.173298663,2.2107609,-5.863522678,1.58347181,-4.147419302,1.961771151,-2.079841448,2.119281241,-2.198145969
-0.760608472,-1.114146402,4.441351379,-1.750377113,1.868228041,-3.679015936,4.588544214,-3.575155572,2.020235595,-3.265637929,5.197262245,0.997451739
-1.334935654,-0.933250535,3.955064772,-1.108643866,0.919040603,-0.511618724,5.591381377,-2.045450599,2.25409337,-3.587536277,5.050757227,3.476344151
-1.439483836,-0.402255823,1.789816905,0.266302285,-0.585215141,2.388217681,4.565158437,0.465081394,2.091080744,-2.405866698,2.401974021,4.633940135
-1.091448442,0.163817555,-0.979334273,1.494743419,-2.13417899,4.472990961,1.712093586,2.974237752,1.03390604,0.10328966,-0.385060399,4.153156063
-0.483418228,0.522170203,-3.183787708,2.358641551,-3.231934897,5.375406844,-2.402427614,4.985414614,-0.296332008,2.994872262,-2.46708241,1.90055544
0.205086574,0.645289443,-4.192815223,2.617948554,-3.372249561,4.55071428,-5.638606524,5.495086999,-1.234514374,4.978536444,-3.674201217,-1.302608256
0.791794461,0.628781836,-3.783564118,2.194941109,-1.948468404,2.319435983,-6.348433652,3.717767912,-1.854237477,5.299746976,-3.292462791,-4.635769361
0.997451739,0.403177865,-2.18438963,1.22993388,0.597142255,-0.349981733,-4.130223878,0.52973619,-2.154813499,3.489412673,-1.380331575,-6.519700081
0.817931507,0.07371353,0.227096717,-0.259877708,2.966671765,-2.998764939,0.309634755,-2.844693934,-1.594930474,-0.160144245,0.811053337,-5.374484802
0.444446884,-0.094801632,2.477633889,-1.964288195,4.15384388,-4.867563685,4.877427347,-5.490038056,0.001492746,-4.053876193,2.049123908,-2.039260246
0.011122184,0.003556197,3.598087757,-3.118445094,3.748719676,-5.016132154,7.191931499,-6.155844896,2.013357425,-6.206743353,2.00991834,2.038118837
-0.362362438,0.195457136,3.184021932,-3.2037344,1.812514866,-3.011145645,6.358985131,-4.531908997,3.6200979,-5.60077659,1.638497169,4.942082144
-0.596220213,0.247731227,1.668761116,-2.296503798,-0.76335974,0.337835252,2.658529756,-1.562603076,4.099506338,-2.660358983,1.401888126,5.645031102
-0.663626277,0.068210994,0.05995719,-1.037798717,-2.833688863,3.08635192,-1.993176508,1.842090996,3.025136209,1.301466846,0.784228474,4.529391953
-0.597595847,-0.451090829,-1.076316468,0.427939276,-3.946576743,4.251513892,-5.908230782,4.792138041,0.734705651,4.488810751,-0.372679693,1.827646839
-0.372679693,-1.131341827,-2.008308482,2.231395409,-3.76017834,4.111887044,-7.622270707,5.902274654,-2.270366753,5.243345983,-1.021978926,-1.62313097
0.057205922,-1.37689249,-2.735331034,3.456397458,-2.125237369,2.518215092,-6.084999747,4.704097467,-4.716931765,4.06717894,-0.56045373,-4.062817813
0.438256531,-0.89335715,-2.667924969,3.195027004,0.197520587,-0.015702678,-2.031694259,2.188062939,-5.397182763,2.129598495,0.352279408,-4.848304809
0.641850359,-0.086547828,-1.596993925,1.8138905,2.243776115,-2.42374994,2.627577992,-1.16710831,-3.588224094,-0.180778755,0.591639719,-3.921127515
0.725764031,0.695500083,0.21265256,0.157627202,3.303702087,-4.188688322,6.451152607,-4.645398799,-0.120938677,-2.85019647,-0.160144245,-1.785455779
0.802111716,1.12057098,1.82283212,-1.158166689,3.064341777,-4.562172944,8.080591043,-7.02180648,3.234920389,-5.353850293,-1.240704727,0.570317392
0.731266567,1.115756261,2.417105995,-1.765509086,1.824895571,-3.38394245,6.669878408,-7.282489117,5.140173435,-5.893098808,-1.951219672,3.237671657
0.362596663,0.782165023,2.056689895,-1.567417795,-0.326595955,-1.084570272,2.50033185,-4.439053704,5.230965277,-3.11706946,-1.823285713,5.515721509
-0.160144245,0.231223619,1.278768886,-1.00753477,-2.461579874,1.659131678,-2.838503582,0.528360556,3.040268183,1.183162325,-0.682885153,5.997193398
-0.592781128,-0.572146619,0.513228583,-0.57627352,-3.257384125,3.875965818,-6.964029853,4.873300445,-0.501301469,4.598173652,1.198294299,3.860146028
-0.825263269,-1.26752959,-0.101679801,-0.282575668,-2.543430095,4.534894489,-8.764046901,7.183677695,-3.941762024,6.552949521,3.098044809,-0.346542648
-0.775740446,-1.352818896,-0.737222695,0.138368326,-0.550824292,3.470153798,-7.72406762,6.670566225,-5.917172403,6.44358662,4.099506338,-4.490639978
-0.450403012,-0.689075506,-1.279910295,0.78285284,1.840027545,0.856449258,-3.344736882,3.408938086,-5.946748533,4.080247463,2.983179373,-6.446103664
-0.028771201,0.334396167,-1.257212335,1.37368763,3.289257931,-2.369412398,2.571864816,-0.996529698,-3.822081869,0.042761765,-0.028771201,-5.138563577
0.185139881,1.03390604,-0.602410566,1.555959131,3.10010826,-4.59037344,7.572982108,-4.881320025,0.015249086,-4.606881048,-3.544891624,-1.171923029
0.220218547,1.247817122,0.214716011,1.285647056,1.235436416,-4.512650121,9.83521217,-6.849164416,4.094691619,-7.99094061,-5.805058234,2.874504289
0.194081502,1.227182612,0.460954492,0.786979742,-1.34043819,-2.463643325,7.885938836,-5.822253659,6.57358403,-7.99094061,-5.89034754,5.263292675
0.114294732,1.155649646,-0.125753396,0.117046,-3.013896913,0.416934205,2.53678615,-2.960247188,6.543320083,-4.571114565,-3.892239201,5.493711365
-0.372679693,0.808302069,-1.014412939,-0.362362438,-3.262198844,2.951539792,-3.434840907,0.499472243,3.702635938,0.242916508,0.034507962,3.161323972
-1.159542323,-0.118187409,-1.279910295,-0.40982181,-2.114232297,4.147653527,-7.723379803,3.527930424,-0.43733449,4.588544214,4.97716081,-0.570770985
-1.365199601,-1.239329093,-0.532253233,-0.232365028,0.365347931,3.274125957,-8.626483504,5.285302819,-4.25059185,7.313675105,7.823347491,-3.601292617
-0.669128813,-1.816407543,0.687934097,-0.132631566,3.001062614,0.689997547,-6.227377863,5.693866108,-6.768689829,7.487692802,7.204312205,-4.791216
0.443759067,-1.544719834,1.775372749,-0.408446176,4.627749782,-2.336397183,-1.813656275,4.688965494,-7.18825819,5.2075795,4.008026679,-3.809013346
1.557334765,-0.788121152,2.319435983,-0.931874901,4.565158437,-4.414980109,3.07053213,1.994786367,-4.92809158,0.939675113,-0.654684657,-1.475938136
2.346260845,0.171383541,2.144730469,-1.174674297,2.508585654,-4.569738931,6.68088348,-1.647892382,-0.504740554,-4.143980218,-5.40474875,0.527672739
2.166052796,1.018774066,1.181098874,-0.705583113,-0.707646564,-2.412744868,7.582611546,-4.744444445,4.204742337,-7.986813708,-8.528125675,1.539451523
0.996076105,1.486489615,-0.522623796,0.580634647,-3.862663071,1.369560728,5.466886503,-5.560195388,6.881726039,-9.096950321,-8.628546955,1.902618891
-0.638864866,1.410829747,-2.33020683,1.936321923,-5.886220639,4.930389255,1.102687738,-3.863350888,7.066748808,-6.692342144,-4.591749074,1.478235811
-1.968415097,0.752588893,-3.028341069,2.262347173,-5.620035466,6.350043511,-3.628117479,-1.134093095,4.915945098,-1.574295965,1.784314369,0.430690544
-2.417559587,-0.146387905,-2.135554624,1.252631841,-2.914851267,4.991604967,-6.946834428,1.888174734,1.054540549,3.867712015,7.12796452,-1.036423083
-1.751752746,-0.868595739,-0.525375064,-0.35961117,1.202421201,1.454162217,-7.495712382,4.58716858,-2.892153306,7.646578526,9.326915418,-2.191955616
-0.270194962,-1.256524518,0.63015747,-1.698790839,4.920759817,-2.788980759,-4.967984965,5.745452381,-5.450832488,8.597829415,8.080591043,-2.061958206
1.413581015,-0.969017018,1.085492313,-2.374914934,6.79712455,-6.036852558,-0.512306541,4.708224369,-5.984578467,6.357609497,4.217123043,-0.364425889
2.56636228,-0.085172194,1.481674896,-2.443008816,6.046716221,-6.924136468,4.402145811,1.751299154,-4.20038121,2.208009632,-0.72002727,1.949390446
2.632392711,0.779413755,2.109651803,-1.660273088,2.899953518,-4.901954534,7.962286522,-1.759318733,-0.858278484,-2.956808103,-5.748657242,3.384864492
1.600667235,1.105439006,2.249966468,-0.115436141,-1.633448225,-0.764047557,8.362596006,-3.976152873,2.635831796,-7.266669326,-8.753041829,2.755511951
-0.068664586,0.802111716,1.288398324,1.456225668,-5.505170029,3.862897296,5.111285122,-4.678414014,4.838909596,-8.578336315,-7.878826442,0.489154988
-1.645828931,0.203023123,-0.634050147,2.455623746,-6.651073125,7.011035632,-0.639552683,-4.185249237,5.179379003,-6.518324447,-4.058003095,-2.530361573
-2.718823426,-0.119563043,-2.492531638,2.783712447,-4.792591634,7.551659782,-6.328486959,-2.186453081,3.803057218,-2.125925186,1.135015136,-4.340695875
-3.03040452,0.013873452,-3.295901876,2.185999488,-1.359009248,5.171813017,-9.206313221,0.804862984,0.995388288,2.755511951,5.965553816,-3.633620015
-2.238727171,0.124611986,-2.8433183,0.809677703,2.109651803,0.657670149,-8.249559796,3.397933014,-2.222907381,6.331472452,8.099162101,-1.202874793
-0.435958856,-0.102367618,-1.389273196,-0.773676995,4.330612845,-4.192815223,-3.834462575,4.846475583,-4.180434518,8.02419005,7.20087312,2.001664536
1.694898161,-0.557014645,0.474710831,-2.260737315,4.570660972,-7.477141323,2.035367569,4.552089914,-4.874441855,7.254522845,4.42071687,4.790762407
3.135874743,-0.810131295,1.848281349,-3.278018634,3.146879815,-7.7515803,6.629297206,2.265098441,-4.575929284,3.642108044,0.452012871,5.146363788
3.203280808,-0.627859794,2.404725289,-3.410767312,0.682431561,-4.615134852,8.479524894,-0.962138849,-2.558562069,-1.808153739,-3.481612462,2.98386719
2.084202574,-0.147763539,2.201131462,-2.165130754,-1.930585162,0.222969815,6.815007792,-3.925942234,0.787667559,-7.103656701,-5.977700297,-0.557702462
0.331644899,0.329581448,1.392946505,0.335083984,-3.487114998,4.907691295,2.397159302,-5.842888169,3.787237427,-9.472498394,-6.380073233,-3.315848569
-1.487631025,0.70306607,0.359845395,2.688793704,-3.519442396,7.650705428,-2.846069568,-5.6578654,5.378845929,-6.862920756,-4.538787167,-3.692084459
-2.760780262,0.956870537,-0.53294105,3.630415155,-2.273118021,7.288225877,-6.981225277,-3.18791461,4.664204082,-0.374055327,-1.569481246,-2.767658432
-2.946490848,0.958246171,-0.967641384,3.044395084,-0.295644191,4.152468246,-8.09824006,0.714071142,2.009230523,5.380221563,1.423210453,-1.591491389
-1.834290785,0.471271746,-0.918118562,1.268451631,1.699025063,-0.591405494,-5.645484694,4.696531481,-1.39064883,6.506865783,3.582955783,0.129426705
0.064771909,-0.264692427,-0.714524734,-0.835580524,3.175080311,-5.054649905,-0.912616026,6.449089156,-4.170117263,3.491476124,3.88697089,1.344111499
1.931507204,-0.682197336,-0.656060291,-2.502161076,3.492851758,-7.228839392,4.0534226,5.304561695,-5.029888493,-0.314215249,3.017570222,1.911560511
3.092542273,-0.606537468,-0.710397832,-3.318599837,2.065631516,-6.512134094,7.066748808,2.71011603,-3.939010756,-2.87770915,1.499558138,1.833837192
3.108362064,-0.301146727,-0.501301469,-2.926544156,-0.477915692,-3.572404304,7.061246272,-0.730344525,-1.554349272,-2.227034283,-0.812194746,1.277393252
2.032616301,-0.071415854,0.225033266,-1.525460959,-2.678242224,0.378416454,4.315480871,-4.157736557,1.811139232,1.541514974,-3.066171003,0.791794461
0.2628632,0.019375988,0.893591375,0.150061215,-3.6735134,3.941996249,-0.128504664,-5.934367827,4.58716858,3.598775574,-4.247152765,0.088157686
-1.671278159,-0.107870154,0.998139556,1.677702737,-3.292462791,6.273008008,-4.379213626,-5.717705477,5.508155522,1.06348217,-3.78081285,-1.259963603
-3.029028886,-0.438710124,0.677616842,2.72387237,-1.785455779,6.550198253,-6.752870039,-3.419708933,4.025222104,-2.474648397,-1.859740013,-1.905135934
-3.2401887,-0.583839507,0.50016006,3.082225019,0.619840215,4.408336164,-6.389014854,-0.031522469,0.661797051,-2.562688971,-0.016390495,-1.400966085
-2.183701813,-0.358923353,0.558624503,2.450809027,3.184021932,0.387358074,-3.137016153,2.828420551,-2.852947738,0.457515407,1.146020208,-0.023268665
-0.473100973,0.116358183,0.6961879,0.774599037,4.46404934,-3.856472718,1.097873019,4.184107827,-4.948038272,3.111113332,2.093832012,1.587598712
1.247817122,0.434817446,0.456139773,-1.192557538,3.515549719,-6.260393078,4.55759245,3.842950603,-5.3339036,3.682001429,2.987994092,2.332504506
2.386842048,0.438944348,-0.411885261,-2.696125466,0.914225884,-6.120078413,6.451152607,2.446682125,-3.878482862,1.270515082,3.701260304,1.663946397
2.494829314,0.314449474,-1.497948279,-3.194104962,-1.793021766,-3.872292509,6.052906573,1.161839999,-0.755793753,-3.323414555,3.27343814,0.178949528
1.516065746,0.295878416,-2.037884612,-2.257986047,-3.501559154,-0.48066696,2.958417961,-0.131255932,3.232856938,-6.340867665,1.262949095,-1.449113273
0.040698314,0.325454546,-1.680907597,-0.443524843,-4.073135068,3.001750431,-1.393400098,-1.584613219,6.125815174,-4.334505522,-0.938753071,-2.100475957
-1.251021982,0.367411382,-0.680133885,1.310408467,-3.249818138,5.592757011,-5.212847811,-2.504912344,6.343853158,1.507124125,-2.880460418,-1.31980368
-2.014498834,0.242916508,0.372226101,2.129598495,-1.077004285,5.958675647,-7.043128806,-2.232536818,3.992894706,6.140947147,-4.461751664,0.024878524
-2.285498726,-0.02670775,1.132951685,1.570403287,1.504372857,3.532057326,-6.135898204,-0.896108418,-0.094801632,6.054970024,-4.060066545,0.668675221
-1.843232405,-0.247497002,1.623365195,0.31995201,3.359415263,-0.341040112,-2.773848785,0.185139881,-4.279480163,2.061504614,-1.198060074,0.560687954
-0.552887743,-0.35961117,1.614423574,-0.771613544,3.842262786,-3.910122443,1.551832229,0.197520587,-6.488748317,-3.088868964,2.660593207,-0.036337188
1.097185202,-0.397441105,0.964436524,-1.134780912,2.694296239,-5.629664903,5.103719135,-0.162895513,-5.749345059,-5.653050681,6.006822835,-1.104516964
2.305679643,-0.255062989,0.055830288,-0.209667068,0.59370317,-5.03745448,6.591467272,0.147309947,-2.462267691,-3.852345816,7.288225877,-1.740059858
2.908207322,0.017312537,-0.559765913,0.997451739,-1.577047232,-2.807551817,5.520536228,1.049038013,1.849656983,0.133553607,5.701432094,-0.760608472
2.721808919,0.18307643,-0.585215141,1.412893198,-3.209236936,0.133553607,2.719745468,1.474108909,5.529477848,2.869001753,1.521568281,0.925230956
1.437654609,0.211964743,-0.306649263,1.269827265,-3.582033741,2.842176891,-0.949070326,1.022900968,7.097012755,2.950851975,-3.219554191,1.784314369
-0.598283664,0.121172902,-0.278448766,0.523545837,-2.359782961,4.657325912,-4.68391655,0.410743852,5.62714786,0.701690436,-6.36494126,1.43971806
-2.276557105,-0.301146727,-0.537755769,-0.743413048,0.133553607,4.953087216,-7.077519655,-0.273634047,1.732728096,-1.357633615,-7.276298764,0.428627093
-2.82749851,-0.667753179,-0.630611062,-1.841856771,2.777522095,3.098732626,-6.775567999,-0.751666851,-2.95061775,-0.719339453,-5.966695226,-0.295644191
-2.253859145,-0.334161942,-0.306649263,-2.398300712,4.060988587,0.170007907,-3.554521062,-0.81357038,-7.281113483,2.287108585,-1.902384666,-0.321093419
-1.050179423,0.405929133,0.143870862,-2.061958206,3.66343037,-2.337085,1.518817013,-0.510930907,-8.954572205,4.647008658,3.408938086,-0.270882779
0.231223619,1.002954275,0.295878416,-0.578336971,2.079387856,-3.674889034,5.961426914,-0.396753288,-6.166162151,3.41031372,6.841144837,-0.006073241
1.27326635,1.175596338,0.220906364,1.344799316,-0.882352078,-3.592350996,7.941652012,-0.392626386,-0.572146619,-1.24689508,7.316426373,0.090221137
1.809075781,0.787667559,0.358469761,3.07053213,-4.368208554,-2.181638362,7.079817331,-0.151202624,5.354772334,-6.209494621,5.277049015,-0.319029968
1.679766188,0.172759175,0.824809676,3.911732302,-6.124205315,-0.046654443,3.42407006,0.092972405,9.545641219,-8.080356818,0.871581231,-0.475852241
0.968563426,-0.235116296,1.099248653,3.04989762,-5.287819862,2.121344692,-1.734557322,0.138368326,9.896427881,-5.395119312,-5.013380886,-0.414636529
-0.07691839,-0.554951194,0.850946722,0.880522852,-2.017250102,3.542374581,-6.422717886,0.775286854,6.179464898,0.046888667,-9.734556665,-0.671880081
-0.951821594,-0.973831737,0.329581448,-1.521334057,2.728687089,3.60427811,-8.78468141,1.465167289,-0.171149317,5.131231815,-10.34258688,-0.590717677
-1.29710572,-1.289539733,-0.230301577,-3.167967917,6.646492631,1.864788957,-7.349895181,1.522256098,-6.908316677,7.348753772,-6.118014962,-0.352045184
-1.211816414,-1.138907814,-0.722090721,-3.437592175,7.948530182,-1.18980627,-2.311635772,0.690685364,-11.08405359,5.736510761,0.691373181,0.123924169
-1.03023273,-0.275009681,-1.226948388,-2.16375512,6.180152715,-3.901180822,3.545125849,-0.745476499,-11.2223048,2.091768561,6.89066766,1.035969491
-0.653309023,0.695500083,-1.47731377,0.110855647,1.943200093,-4.520903925,7.385208072,-1.610062448,-7.009425774,-0.793623687,10.02573747,1.377814532
0.184452064,1.184537959,-1.304671707,2.589060241,-2.87083098,-2.839879216,8.098474284,-1.594930474,0.316512925,-1.898945581,9.079301304,0.774599037
1.165966901,1.274641984,-0.453842097,4.014217032,-6.646946223,0.211964743,6.059096926,-0.999280966,7.788956642,-1.638262944,4.836158328,-0.435958856
1.653629142,0.957558354,0.875708133,3.5836436,-8.050092871,3.122806221,1.996849817,0.220218547,12.37050557,-1.871432902,-1.502762998,-1.717361897
