,IIR(g),IIR(g).1,IIR(g).2,IIR(g).3,IIR(g).4,IIR(g).5,IIR(g).6,IIR(g).7,IIR(g).8,IIR(g).9,IIR(g).10,IIR(g).11,IIR(g).12,IIR(g).13,IIR(g).14,IIR(g).15,IIR(g).16,IIR(g).17,IIR(g).18,IIR(g).19
22,5.7963461876,0.0685265362,9.7937793732,4.5811562538,4.0080943108,13.6932144165,5.1906175613,4.1163597107,8.1940593719,14.2317428589,7.8533959389,3.2810335159,5.6843471527,7.8291292191,2.3999741077,-0.0892055035,1.8633117676,8.2771253586,4.9059534073,6.1575431824
23,7.5715312958,4.753821373,14.1570768356,7.5855312347,5.2531504631,14.6340065002,4.511156559,7.0834021568,12.144826889,18.9683704376,5.2615504265,9.4195165634,5.2587504387,11.5437650681,4.4766235352,3.2278337479,-0.9441317916,7.7740631104,3.1065015793,6.9452700615
24,10.257642746,11.8237628937,14.8038721085,12.7337551117,8.9099206924,14.3950748444,5.2102174759,10.5264406204,15.0185365677,21.3268852234,3.2287671566,8.1772594452,6.9471364021,12.3081588745,8.9229869843,7.2859339714,0.3046579361,6.9910030365,5.20368433,7.8963289261
25,14.6358728409,18.7686386108,12.2222929001,16.2243938446,13.332950592,11.1844348907,5.4967484474,14.1029443741,18.3710422516,19.6300983429,2.2515752316,6.5355401039,10.9100370407,12.630156517,13.7249469757,9.5707149506,3.8335621357,5.7776794434,7.1674013138,8.1865930557
26,19.0085029602,25.5119171143,9.8320465088,17.5851821899,17.0933189392,8.0549936295,9.3149833679,19.0449028015,20.1630268097,15.5682659149,5.9531445503,10.2081766129,15.6214647293,11.8620290756,16.0591945648,14.882270813,9.1983184814,4.718354702,7.9961943626,7.5052652359
27,21.3110179901,30.5406761169,11.9581623077,18.5353069305,19.7915649414,10.8073711395,14.5257406235,24.3853931427,23.3326015472,15.920129776,10.046710968,12.7281560898,18.0490455627,8.7456550598,15.3498678207,21.8000812531,16.7087898254,8.4227247238,12.1112270355,5.305416584
28,24.2295284271,32.4754600525,18.8349056244,21.7655487061,20.6427574158,17.4507827759,19.8848972321,27.2432365417,26.9847049713,19.8792972565,12.5442905426,12.1074943542,16.9393215179,7.3773994446,12.6282901764,22.3694095612,22.8230056763,12.9017543793,15.4002666473,7.0358023643
29,27.7929649353,31.3564014435,25.5371170044,25.7135162354,21.8430137634,24.2229938507,24.6280574799,28.2269611359,27.6025657654,19.9959621429,15.5915985107,9.3215169907,13.4972162247,6.3768744469,9.3896493912,16.1851940155,22.5766086578,16.9887866974,14.9746704102,8.6840553284
30,28.3604259491,27.4551010132,30.4156093597,27.1648368835,25.3952522278,29.1098880768,27.6847000122,27.8480319977,26.2156448364,20.2143611908,14.2625427246,6.0996770859,7.7171301842,7.0479359627,3.8867616653,5.7720794678,16.1403942108,18.3663749695,13.4916162491,9.2412509918
31,26.9800376892,22.1948776245,30.0590801239,25.7853813171,26.9072380066,29.7016162872,30.4613437653,24.9360542297,23.1132698059,24.0577964783,10.229642867999999,5.5798144341,2.8619701862,10.0411109924,-2.4057197571,-2.7137172222,7.8132629395,14.0768108368,11.2031011581,11.0229692459
32,24.6093902588,18.235710144,24.6821899414,23.9028644562,24.7745895386,27.7836322784,28.5144252777,22.9322052002,20.2796936035,25.7209815979,7.7077970505,4.3002252579,2.2086422443,8.7951211929,-1.0449309349,-2.3665201664,3.2054340839,12.2988262177,7.2934002876,11.1900348663
33,22.7642059326,15.6998643875,20.0155620575,21.0282211304,22.9499378204,24.8595218658,23.5958003998,19.0598373413,19.6179656982,25.5417842865,6.5038070679,2.277708292,5.6974134445,5.7739462852,6.9518032074,2.9049031734,2.7742376328,11.8368291855,4.9124865532,11.7229642868
34,21.9746131897,13.1182861328,16.9374542236,17.0531864166,22.3890094757,20.3114261627,19.6151657104,14.9336042404,18.6342411041,24.3517932892,6.5840730667,5.2904834747,9.930978775,9.0872526169,13.6176147461,9.2347173691,4.138759613,9.7900466919,4.901286602,11.0724363327
35,21.7590141296,12.8009548187,16.6835899353,13.7678804398,22.902338028,16.3615932465,15.6886644363,15.1688022614,18.3094425201,21.7963466644,7.8907289505,12.9848203659,12.2353601456,13.1332187653,15.8762626648,16.1963939667,6.9312701225,9.4531154633,6.2060761452,8.1399269104
36,21.9662132263,20.2731609344,21.1290206909,14.8841381073,23.1888694763,15.9397287369,16.7965221405,18.1255779266,19.1195697784,20.6632900238,10.5264406204,19.3790340424,13.2078847885,13.5074825287,15.0036039352,21.367017746,12.7076225281,7.347533226,8.9733867645,8.8772535324
37,20.7510223389,29.9732131958,25.1591205597,19.5442333221,22.5943412781,18.9394378662,21.4818172455,22.2051448822,22.2490100861,20.4700927734,13.4468164444,21.4071502686,14.7310724258,14.0768108368,14.2420101166,23.6237983704,18.5409069061,10.1745767593,13.4514827728,11.5988311768
38,20.0799617767,34.2609100342,24.1791286469,25.2132530212,24.7848567963,21.8131465912,24.0699291229,27.490568161,26.7495059967,20.0416946411,14.4940080643,18.4569091797,18.1507778168,14.6657400131,14.1038780212,19.764497757,21.1710186005,16.72838974,17.6346492767,13.5942821503
39,23.396068573,34.4970436096,23.254201889,28.3641605377,25.910446167,24.2659263611,25.9748458862,29.4020175934,28.3221607208,20.3599586487,17.3266506195,13.5121488571,20.6595573425,13.765080452,12.6376228333,13.2769508362,20.3394260406,17.4171829224,17.7615814209,14.6816062927
40,25.6145820618,29.8070812225,25.5296497345,27.6781654358,24.0531291962,26.3752441406,26.8111057281,27.2311019897,29.474817276,22.7455406189,19.0019702911,10.7065725327,18.6127738953,12.4220247269,10.6813726425,12.8924207687,18.5987739563,19.0075702667,15.9453287125,14.7432060242
41,26.4125766754,22.3712768555,27.4681682587,24.8791217804,23.912197113,27.4401683807,27.7948322296,24.4497928619,29.6297492981,27.2301692963,17.2762508392,9.2561845779,12.3566923141,11.4401664734,9.2608509064,12.0440282822,15.097869873,21.3464851379,17.3779830933,16.8926544189
42,29.4972171783,17.4330501556,29.1350879669,23.6564655304,24.0540618896,27.5288333893,28.6142921448,24.354593277,25.1441860199,30.4296092987,13.5877485275,5.8448791504,7.9401950836,12.2437591553,11.0117692947,6.4664740562,10.3313751221,20.7519569397,17.9118461609,19.6095657349
43,29.8957481384,14.9168043137,28.6198921204,22.7978057861,22.7026062012,26.5525760651,26.881105423,24.4983253479,20.3394260406,29.3516178131,8.3732585907,9.382183075,8.2089929581,14.6918725967,14.9513368607,4.7930207253,7.2355341911,18.7639732361,15.526266098,18.8199729919
44,27.2385692596,15.8445301056,23.2364692688,19.9436969757,22.3012771606,25.8479137421,26.4956417084,22.7418060303,16.0302619934,25.8871135712,6.9536700249,19.472366333,9.2720508575,18.5007743835,15.1912021637,8.342458725,7.522998333,13.8826789856,13.7053480148,17.3723831177
45,27.2535018921,20.6959571838,18.3943748474,17.9230461121,22.9910049438,26.2455101013,26.9053726196,22.3358097076,14.1113443375,24.5449924469,11.9870948792,24.8100566864,12.644156456,20.5176906586,15.7661304474,17.209985733,12.0104284286,11.9628286362,13.1584186554,19.6039657593
46,27.4392337799,28.2400283813,17.6626491547,20.6474227905,25.8385810852,25.3607177734,24.6644573212,24.4805927277,18.5577068329,23.2262020111,17.9846458435,25.9561805725,21.0020866394,20.5512905121,21.9876785278,26.8605728149,20.2311611176,13.8920125961,15.9079961777,22.4543418884
47,24.7615222931,35.72996521,20.7612895966,26.7569732666,29.9004135132,25.5063171387,21.895280838,26.4489765167,26.2445774078,20.028629303,23.7245979309,24.8455219269,28.3594932556,20.4112930298,24.8324565887,30.9000053406,27.3944339752,16.1011943817,18.9805049896,22.8808727264
48,22.193944931,37.0403556824,27.872297287,34.0154457092,31.4637355804,26.5693740845,20.6418247223,27.7434978485,34.7733078003,19.7402305603,28.2465610504,22.8958053589,29.4776172638,18.5782413483,23.05727005,30.7880077362,30.5397415161,22.4095420837,19.6328983307,22.2163448334
49,24.1613941193,35.4387702942,35.8158340454,38.0240821838,32.1618614197,27.4103012085,22.5178089142,30.3736095428,41.5259170532,24.9043216705,28.5760250092,23.0619373322,25.1404533386,17.1726531982,20.4588928223,25.4764499664,26.9473724365,27.8909645081,22.2070102692,22.7847385406
50,28.8700218201,34.2403793335,39.3606033325,36.3898277283,31.5188007355,28.4313602448,28.6049575806,34.7798423767,41.0032577515,31.3508014679,24.572057724,21.0590209961,18.7686386108,17.9333133698,15.5999984741,17.0298538208,18.6267738342,30.0562801361,24.1968612671,24.7969894409
51,32.9962539673,30.6909408569,37.8504829407,32.9990539551,28.0524291992,30.3344097137,35.4490356445,35.9502296448,35.2082366943,34.7667732239,20.109828949,16.7638549805,15.160402298,19.078502655,14.256942749,10.8363046646,13.7594804764,30.5238761902,24.3163261414,25.1899204254
52,35.3137016296,25.5296497345,30.4772090912,30.1897449493,26.288444519,31.5505332947,38.2844772339,33.1297225952,29.0156211853,34.3533096313,16.299993515,14.4156084061,15.3564004898,20.5979576111,18.2217102051,7.7236633301,12.6161565781,25.9151134491,23.560333252,22.8874053955
53,33.6897163391,21.1878185272,21.176618576,25.1460533142,24.3480606079,30.4949417114,34.5941085815,28.4052257538,23.6573982239,30.6806735992,14.4949407578,15.5075998306,16.450258255,20.0239620209,21.5882167816,12.0337610245,13.0632190704,17.6131820679,20.9498214722,21.0954208374
54,29.4925518036,19.4770336151,15.9919958115,18.8899707794,23.8169975281,27.5027008057,25.8311138153,23.5276660919,19.5796985626,26.7327060699,16.3615932465,20.4738254547,16.4689254761,16.9103870392,22.9611377716,18.0042457581,16.5501232147,14.2942762375,18.3477096558,19.9222297668
55,23.5491333008,20.6436901093,16.9383869171,18.5707740784,28.2306938171,25.3261852264,19.5918331146,20.7295570374,17.3229179382,25.8824481964,19.1307697296,26.1111125946,18.5343742371,17.4778499603,22.6988735199,21.9363460541,20.9358215332,16.7358551025,17.9445133209,19.9044971466
56,16.2925262451,26.1027126312,22.4823417664,25.8451137543,30.8281402588,22.8314056396,18.9338378906,21.7720813751,18.6547737122,25.6407165527,21.7748813629,30.2840118408,22.7184734344,21.1336860657,24.6569900513,26.0457801819,25.216053009,20.6679573059,21.2018184662,22.8342056274
57,16.2822589874,34.7471733093,30.3278770447,31.9079971313,30.3764095306,24.0241966248,21.6190166473,24.8091220856,23.0171375275,24.8567218781,24.178194046,33.1390533447,25.8600482941,25.5137844086,26.4807090759,28.7869567871,27.6520328522,27.1639041901,25.5865821838,26.8596401215
58,25.4661846161,38.3199462891,36.107963562,32.6975898743,28.8998889923,32.9439888,27.5493659973,29.5494842529,28.4434928894,26.7047080994,27.5680332184,34.1834449768,30.6452083588,32.8179893494,24.9323215485,35.0654373169,27.8638973236,38.0866127014,29.3656177521,31.9135971069
59,40.6821937561,41.0685882568,44.1541633606,32.8002586365,27.0715045929,49.2902526855,37.6871490479,38.0222129822,40.4152603149,33.8661155701,34.5119743347,35.2325019836,38.5607414246,39.7833976746,27.2451019287,43.4672355652,32.0227966309,49.1605224609,36.4318275452,39.0376739502
60,56.6560592651,49.2995872498,56.9985923767,39.3578033447,32.8161239624,62.5164108276,48.8879928589,48.4129295349,56.1352653503,46.0768127441,43.3141708374,37.6507492065,46.5976104736,46.3353462219,34.9515724182,48.0451965332,38.9574050903,54.9219398499,45.2918891907,47.0988044739
61,64.3279953003,54.4534111023,65.8782501221,51.0505065918,44.0486984253,65.3107910156,57.6761856079,57.9636497498,64.3522644043,59.4672355652,50.4401130676,43.2731056213,53.9587478638,54.8379440308,47.1165390015,54.9060745239,44.9073562622,54.2247467041,54.5252799988,54.2490119934
62,64.0274658203,53.7496833801,64.7246627808,57.6444511414,56.3769950867,63.7941360474,60.6161613464,63.4376029968,62.0217514038,64.3177337646,55.0656738281,48.9355926514,57.8376502991,61.4234886169,61.694152832,60.402431488,49.1073226929,51.3155708313,64.721862793,58.718711853
63,58.8045768738,50.9263725281,56.8203277588,55.0059394836,63.9052009583,58.7775115967,59.0537757874,61.1070899963,53.8570175171,60.7748260498,58.9791069031,52.7650260925,60.8942909241,64.9859924316,70.5943450928,61.5840187073,52.2862281799,48.9047927856,68.0566329956,58.5787124634
64,50.4802436829,47.840801239,46.4342765808,51.1699714661,62.6573448181,48.7722587585,55.8590011597,54.5159454346,45.3889541626,56.7764587402,63.3573379517,59.6800346375,63.7801361084,65.6290512085,70.4478149414,61.3506889343,55.432472229,46.8281402588,64.4063949585,53.0674247742
65,45.5373535156,49.294921875,37.7758178711,49.9855804443,56.7689933777,40.523525238,50.2217140198,49.0550575256,41.3999214172,53.5060882568,63.7829360962,64.2318649292,62.6685447693,60.9129600525,62.3624153137,57.6397857666,56.967792511,47.0773391724,59.7061691284,48.8394584656
66,46.2177467346,53.9914169312,36.4840927124,51.1737060547,50.9375724792,36.1639633179,43.9684333801,45.179889679,43.1293716431,47.6261367798,58.0691146851,59.8657684326,60.3856315613,54.553276062,54.9322090149,53.2540893555,59.330039978,50.6090431213,53.643283844,48.9925231934
67,47.5822677612,55.0488739014,41.1423225403,53.5583534241,48.5389289856,36.0640983582,39.8132667542,43.3589706421,45.6605529785,41.6267166138,51.4098358154,55.0414085388,55.3260726929,46.6993408203,49.904384613,47.1856040955,64.778793335,54.0296821594,47.6410675049,49.4825210571
68,45.2732200623,51.6245002747,47.6410675049,51.53490448,47.2220039368,42.1073799133,39.993396759,42.8260421753,46.144947052,40.5179252625,44.0981636047,50.4391784668,45.4290847778,38.4468765259,40.5113945007,39.8757972717,66.3159790039,56.2995300293,42.1232452393,51.5405044556
69,39.6359329224,45.1686897278,53.8495521545,47.272403717,43.6249694824,48.9831886292,42.5525779724,42.0112495422,47.6821327209,42.9128417969,39.0675392151,44.9325561523,36.3963623047,36.0276985168,34.899307251,38.6960754395,59.2703056335,58.7355117798,38.3124771118,54.7735443115
70,38.9798049927,40.9901885986,55.8748664856,44.8597564697,39.8076667786,54.4739456177,45.2704200745,42.7448425293,50.7602424622,46.0870819092,41.6435165405,41.8264503479,31.1669368744,39.4744682312,37.6358184814,42.3761787415,46.3689460754,59.6884346008,38.9387397766,54.9928741455
71,43.2563056946,39.8244667053,54.2956809998,39.9420661926,36.0855636597,59.2227058411,50.2637138367,46.4212112427,53.8700828552,48.7778587341,47.2117385864,40.8548583984,32.6135902405,45.6446838379,40.3592605591,47.2705383301,33.5478515625,55.1207389832,42.2128448486,53.3875541687
72,52.5736923218,38.6391410828,50.2655792236,38.0082130432,36.569026947,59.0556411743,56.7447280884,49.837184906,54.508480072,47.9126663208,49.0830574036,42.61510849,41.8833808899,53.2811546326,44.839225769,52.895690918,25.6621818542,46.6340103149,45.1360206604,47.9061317444
