0,6.844455719,1.6989020109,-0.2519830465,-1.0136944056,3.8795244694,-0.4996098578,2.5924298763,-3.1302917004,-1.3535928726,-3.2150309086,-1.4260919094,2.0736377239,5.668463707,4.2052998543,1.4446843863,1.7666933537,3.2901163101,-2.050337553,-2.9702289104,0.8901132941,5.1129508018,1.3627698421,0.046487309,1.6800711155,-2.4165992737,-3.9061262608,-1.8582619429,3.1743059158,-0.297177285,1.0417022705
1,7.4178576469,-0.4111044705,0.7460566163,3.4115757942,5.4274277687,3.4548869133,-1.1746989489,0.4042751193,-2.2235820293,2.2158112526,-5.7138962746,0.3421330154,0.0775583535,3.2496297359,-0.288703382,-7.4322195053,1.9775998592,-0.7848985791,-3.7385311127,4.2561430931,10.1351613998,6.1100492477,0.141583547,1.9163993597,-7.3352398872,-6.6083660126,-0.9826233983,2.2233436108,-3.8533997536,3.5932943821
2,2.9021987915,1.3514711857,2.0595145226,6.9273118973,4.1459822655,1.5482544899,-1.3714822531,3.2016108036,-3.7903161049,3.5499830246,-5.1725068092,-1.2114192247,-0.9703832865,0.2404459566,1.512475729,-8.2720794678,0.2583353519,-0.7331134677,-0.5739920735,1.0332283974,9.7519521713,6.0535564423,-2.2979643345,3.9266018867,-4.9041662216,-3.7554788589,2.5349955559,-0.2453922182,-7.6026391983,5.5752506256
3,-0.5674012303,2.9633994102,4.2693247795,9.7990293503,4.0810155869,0.8656330705,1.3957239389,6.3605003357,-5.0566964149,3.136644125,-0.0702645034,-0.5024344921,2.5528850555,1.7196160555,7.1401014328,2.7289543152,0.7799522877,-0.6982762218,2.5641834736,-1.4251503944,5.096944809,7.6042838097,-1.2745028734,7.1231532097,5.265481472,3.8691675663,4.6026325226,-3.5238583088,-6.4661922455,2.7421360016
4,0.696154654,2.7647330761,5.1327233315,10.4223337173,5.5084004402,7.9046373367,7.0789008141,8.2821979523,-0.3847411573,7.7248020172,6.599653244,2.6799938679,2.6150271893,2.565125227,9.6013050079,11.6491689682,3.3193042278,3.7495911121,7.496006012,-0.6634390354,5.3473958969,7.6287641525,3.628131628,9.4873771667,13.0134706497,11.9165687561,3.831505537,-0.913890481,-2.0879993439,-2.4156577587
5,2.7355451584,8.1287250519,9.0156621933,12.0530929565,11.6020917892,12.0690994263,12.327082634,9.9440279007,7.1429257393,12.3628616333,14.3080978394,5.5215821266,5.5338225365,3.8089084625,11.7762775421,18.5318775177,5.3078513145,10.5259037018,14.3429346085,3.1733644009,8.567486763,8.1880426407,11.708486557,12.0935792923,17.2909183502,18.4132423401,4.3710122108,6.8887081146,9.3951063156,0.1811285019
6,9.3150749207,15.9642782211,16.5499210358,12.9428548813,15.292014122,13.4211606979,15.7241840363,13.5303792953,15.9558048248,15.2694168091,20.1777000427,8.1739196777,12.0596837997,10.0852594376,15.8672990799,21.1634998322,11.755563736,18.630739212,16.7410545349,14.4502706528,10.2848672867,14.8363056183,20.1927661896,13.7507019043,17.8417224884,21.1503181458,8.9073848724,13.5181398392,20.8942184448,9.2529325485
7,17.705198288,22.6313724518,17.2654953003,10.0475978851,15.4106483459,14.1838130951,17.7419185638,14.9831867218,21.6455726624,17.8605537415,21.1917457581,14.1518011093,15.7552547455,15.4850311279,15.6479187012,19.8274459839,19.5647525787,21.4130096436,16.5216732025,20.3245811462,10.7707061768,16.2495670319,20.2323093414,14.2214756012,14.8843240738,18.7691459656,15.4690246582,19.7135181427,23.0955543518,16.2326183319
8,19.0469036102,22.54945755,14.5152378082,7.4395132065,13.6311254501,11.6444616318,15.6206140518,12.6745138168,19.1532974243,15.7326574326,18.4866828918,19.1919002533,16.8220272064,17.9999027252,10.5475597382,18.4932727814,18.8576526642,15.6554508209,14.2290077209,16.1346988678,11.6717662811,10.7170381546,15.1611385345,13.747877121,13.2902851105,13.2234354019,15.0669841766,20.5430202484,23.0560092926,17.8191261292
9,15.0745162964,12.8750629425,11.2348880768,8.3076190948,7.5647387505,10.3479509354,9.5815324783,9.6295509338,14.2600784302,11.8619585037,12.6886367798,17.092250824,12.4033479691,15.168671608,4.0085163116,10.1681156158,13.7281045914,11.854426384,8.361287117,10.1878881454,12.2649412155,6.0384912491,11.6971883774,8.2096986771,7.2013020515,6.7493591309,9.3508529663,15.0575685501,18.0959396362,14.9106874466
