,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.2414469431651458,0.3081467387266655,-0.045704668953950145,-0.1838638268405064,0.7036679016128814,-0.09061920424427881,0.4702147661454733,-0.5677721096053171,-0.24551458917538493,-0.5831421018012042,-0.25866445986092823,0.3761162785261911,1.0281455867941343,0.762757020214359,0.2620367621390042,0.32044272817378794,0.5967610871516011,-0.3718900950096944,-0.5387399309313616,0.16144869269350057,0.9273866913665678,0.24717910731985462,0.008431865150915967,0.30473119211621746,-0.43832262262459337,-0.7084929328457624,-0.33705143306126634,0.5757554051962958,-0.053901997059785114,0.18894389159542413
1,3.47215764072778,0.8618443657425062,-0.1278297203107142,-0.514242025994331,1.9680630691238747,-0.2534495446186682,1.3151265159125238,-1.5879810888510792,-0.6866707928266683,-1.6309688589967877,-0.7234491861577458,1.051945890621189,2.8755828629020264,2.133327268101968,0.7328810553053807,0.8962345698057457,1.6690593020106297,-1.0401258322057163,-1.5067820480344478,0.4515499554834198,2.5937739861262297,0.6913262228676135,0.023582775865311035,0.8522915481001404,-1.2259285438083873,-1.981558022858494,-0.9426868502637592,1.61030927688764,-0.1507565280755799,0.5284502736776419
2,5.382731440955065,0.9372663518891664,-0.017711556808332057,0.0013971214530564973,3.2675335982013207,0.3147080548103477,1.3332943074966979,-1.7894889123338444,-1.1984818881347183,-1.5191073153543426,-1.859602510508251,1.2934334178035725,3.3838411369955255,3.075604120335896,0.8077978311162058,-0.2656326392495912,2.306260441806166,-1.3579795124352874,-2.4278774503309704,1.282824622564563,4.834431829209694,1.892100607222705,0.05270808455959376,1.3381933733186206,-2.7355806621826932,-3.4924537905733244,-1.2787939831713213,2.280919899936012,-0.8589902614583027,1.2555815700947803
3,6.146193736486252,1.3069514670151368,0.3016121832299666,1.0357318848350485,4.099934407090578,0.4431092422607698,1.3136394107165357,-1.463943127854549,-1.8887288916896767,-1.194742186328216,-2.6886833320270878,1.2179929651700414,3.6137654789858664,3.3153085109978826,1.1838257851521214,-1.357268865539611,2.523580074930855,-1.6073637780537844,-2.623180205021576,1.394882196445523,6.589248860292779,2.8585562365539308,-0.3504059083821565,2.084957971126646,-3.5377523967296916,-4.2218410399420145,-0.9366771392776395,2.394285517150274,-2.0907730550821095,2.1935460562959235
4,6.168813860485928,1.8869453210909244,0.9438999719152437,2.3753006951693134,4.767264962827626,0.42978442547797163,1.7759464542334462,-0.6525287567800372,-2.670309733118698,-1.0017729636221273,-2.482581943300427,1.2790476350689133,4.410215930697213,3.7663959604644575,2.4631294025660133,-0.3455545392110507,2.790900578287257,-1.8046361917020202,-2.239934177983248,1.0612832138380712,7.215100974620568,3.914449364532244,-0.5021063908156623,3.246253588194237,-2.4337814655201293,-3.4984571683337156,-0.3003843284584406,1.9199954591103066,-2.8984614558163657,2.4684383101510043
5,6.403102370788414,2.3270170090267133,1.6162711609635423,3.57652143883483,5.556425400012039,1.621083054010707,3.124395582134411,0.33880809159767517,-2.511138021313533,-0.06045882674560016,-1.1749926712193213,1.8724702686135437,5.071730822596077,4.279452744911286,3.9289922059999136,2.0047516662861247,3.4430638873033943,-1.2062084347491617,-1.0844213870043322,0.9187407252104758,7.76935503440575,4.7815623683976884,0.21123465216687085,4.5991108725981595,-0.20828211874490857,-1.532857363394823,0.08792756335567882,1.978135633876736,-2.810797770742031,1.8121975989384302
6,6.939196485021336,3.5927272275356743,2.822379365318835,4.835864312614233,7.231277898716036,3.2998531397766957,5.114793685416274,1.431436906126252,-1.1104531775374333,1.493418270810054,1.1970926183204154,2.8381707345533385,6.106247560000666,4.909683920386777,5.496990134621887,5.09179041879664,4.312941709100576,0.42756814286852224,1.017689365566978,1.4494076561200686,8.766836240271934,5.586362052842996,2.159213360298873,6.147292734682523,2.3368711844738543,1.1738502437841438,0.49711066355835065,3.34243975427744,-0.8012282698842363,1.7127433399579064
7,8.476506455695393,5.9386994377388955,5.069164599510923,6.018532395302155,9.222082299877167,4.904082613609052,7.315938408137367,2.9267835927046777,1.509325711663764,3.2542525925086845,4.1239639527868235,4.073540712337752,8.043971547712243,6.473760991819181,7.466908658981001,8.06599438740795,6.102415428958393,3.1207364817173464,3.144024832299946,3.7654556426647767,9.872422473875737,7.355823968609348,5.1737056236507035,7.695131084730317,4.519080636671614,3.853264679609503,1.5895302673858058,5.56829154979564,2.7665136793303895,3.143605510097328
8,11.124357135237306,8.968482140364346,7.036846968638875,6.515277189616959,10.880674696161615,6.350498026999134,9.460559163945064,4.397249171191783,4.603533812824198,5.130822352761868,6.70073736246761,6.075414433358719,10.248118048629888,8.651026130370257,9.05262181517909,10.294587616268098,8.862173288210762,5.796392889510681,4.8585174418493775,6.640000199686366,10.862698418112185,9.045456604630582,7.662081059268116,9.04703575295758,5.828520669023112,5.666984564404219,3.5698784477617957,8.421468612728706,6.066513440652617,5.471464657793004
9,13.52796365036261,11.455568715954536,8.213080345204315,6.500716159346334,11.9598274878129,7.130869002146549,10.8851901842654,5.235015533096571,6.75145805269703,6.333163247598441,8.386997805145299,8.547891882469024,12.240793799053021,10.857222512842908,9.531100469267741,11.916639839118512,11.024653115122435,7.067408558754761,5.900279996099072,8.330323080584487,11.826618004390644,9.539354193278562,8.89025996554365,10.085648913329248,6.649715906070587,6.261143339463866,5.138781019715639,10.91115625428509,8.783501298653011,7.650834681628152
